hourly,promotion_id,order_count
3,promo_93,6
3,promo_94,25
3,promo_95,23
3,promo_96,25
3,promo_97,5
3,promo_98,18
3,promo_99,6
4,promo_0,13
4,promo_1,15
4,promo_10,24
4,promo_11,31
4,promo_12,30
4,promo_13,13
4,promo_14,18
4,promo_15,28
4,promo_16,27
4,promo_17,13
4,promo_18,16
4,promo_19,7
4,promo_2,9
4,promo_20,20
4,promo_21,18
4,promo_22,25
4,promo_23,14
4,promo_24,19
4,promo_25,19
4,promo_26,9
4,promo_27,15
4,promo_28,34
4,promo_29,8
4,promo_3,31
4,promo_30,22
4,promo_31,21
4,promo_32,8
4,promo_33,20
4,promo_34,11
4,promo_35,22
4,promo_36,16
4,promo_37,12
4,promo_38,36
4,promo_39,19
4,promo_4,17
4,promo_40,21
4,promo_41,18
4,promo_42,17
4,promo_43,23
4,promo_44,18
4,promo_45,17
4,promo_46,35
4,promo_47,9
4,promo_48,26
4,promo_49,13
4,promo_5,12
4,promo_50,14
4,promo_51,22
4,promo_52,15
4,promo_53,24
4,promo_54,11
4,promo_55,35
4,promo_56,16
4,promo_57,17
4,promo_58,8
4,promo_59,26
4,promo_6,16
4,promo_60,16
4,promo_61,16
4,promo_63,21
4,promo_64,22
4,promo_65,21
4,promo_66,15
4,promo_67,24
4,promo_68,31
4,promo_69,21
4,promo_7,7
4,promo_70,8
4,promo_71,24
4,promo_72,25
4,promo_73,21
4,promo_74,17
4,promo_75,20
4,promo_76,29
4,promo_77,10
4,promo_78,35
4,promo_79,12
4,promo_8,15
4,promo_80,19
4,promo_81,15
4,promo_82,19
4,promo_83,30
4,promo_84,13
4,promo_85,27
4,promo_86,10
4,promo_87,13
4,promo_88,24
4,promo_9,14
4,promo_90,22
4,promo_91,31
4,promo_92,30
4,promo_93,7
4,promo_94,26
4,promo_95,24
4,promo_96,23
4,promo_97,8
4,promo_98,24
4,promo_99,12
5,promo_0,9
5,promo_1,16
5,promo_10,35
5,promo_11,23
5,promo_12,27
5,promo_13,16
5,promo_14,14
5,promo_15,24
5,promo_16,32
5,promo_17,10
5,promo_18,17
5,promo_19,6
5,promo_2,15
5,promo_20,19
5,promo_21,25
5,promo_22,25
5,promo_23,11
5,promo_24,12
5,promo_25,27
5,promo_26,15
5,promo_27,16
5,promo_28,24
5,promo_29,14
5,promo_3,22
5,promo_30,29
5,promo_31,28
5,promo_32,14
5,promo_33,8
5,promo_34,7
5,promo_35,16
5,promo_36,13
5,promo_37,14
5,promo_38,36
5,promo_39,28
5,promo_4,16
5,promo_40,21
5,promo_41,22
5,promo_42,14
5,promo_43,18
5,promo_44,21
5,promo_45,15
5,promo_46,23
5,promo_47,11
5,promo_48,15
5,promo_49,14
5,promo_5,10
5,promo_50,20
5,promo_51,21
5,promo_52,17
5,promo_53,33
5,promo_54,12
5,promo_55,24
5,promo_56,24
5,promo_57,12
5,promo_58,16
5,promo_59,25
5,promo_6,15
5,promo_60,15
5,promo_61,8
5,promo_63,21
5,promo_64,10
5,promo_65,29
5,promo_66,9
5,promo_67,11
5,promo_68,29
5,promo_69,14
5,promo_7,8
5,promo_70,11
5,promo_71,29
5,promo_72,9
5,promo_73,21
5,promo_74,19
5,promo_75,16
5,promo_76,28
5,promo_77,15
5,promo_78,14
5,promo_79,5
5,promo_8,11
5,promo_80,17
5,promo_81,22
5,promo_82,12
5,promo_83,29
5,promo_84,17
5,promo_85,24
5,promo_86,8
5,promo_87,12
5,promo_88,29
5,promo_9,10
5,promo_90,24
5,promo_91,22
5,promo_92,32
5,promo_93,5
5,promo_94,21
5,promo_95,15
5,promo_96,23
5,promo_97,8
5,promo_98,22
5,promo_99,10
6,promo_0,14
6,promo_1,24
6,promo_10,20
6,promo_11,28
6,promo_12,32
6,promo_13,15
6,promo_14,16
6,promo_15,16
6,promo_16,27
6,promo_17,17
6,promo_18,13
6,promo_19,3
6,promo_2,11
6,promo_20,18
6,promo_21,20
6,promo_22,24
6,promo_23,9
6,promo_24,15
6,promo_25,22
6,promo_26,16
6,promo_27,13
6,promo_28,30
6,promo_29,9
6,promo_3,30
6,promo_30,31
6,promo_31,26
6,promo_32,21
6,promo_33,18
6,promo_34,11
6,promo_35,12
6,promo_36,14
6,promo_37,16
6,promo_38,24
6,promo_39,23
6,promo_4,10
6,promo_40,11
6,promo_41,18
6,promo_42,21
6,promo_43,15
6,promo_44,16
6,promo_45,16
6,promo_46,29
6,promo_47,9
6,promo_48,23
6,promo_49,12
6,promo_5,12
6,promo_50,19
6,promo_51,23
6,promo_52,15
6,promo_53,26
6,promo_54,22
6,promo_55,28
6,promo_56,15
6,promo_57,16
6,promo_58,7
6,promo_59,25
6,promo_6,14
6,promo_60,20
6,promo_61,12
6,promo_63,16
6,promo_64,19
6,promo_65,25
6,promo_66,10
6,promo_67,17
6,promo_68,29
6,promo_69,16
6,promo_7,12
6,promo_70,7
6,promo_71,29
6,promo_72,27
6,promo_73,16
6,promo_74,23
6,promo_75,9
6,promo_76,15
6,promo_77,17
6,promo_78,29
6,promo_79,5
6,promo_8,6
6,promo_80,19
6,promo_81,15
6,promo_82,17
6,promo_83,26
6,promo_84,12
6,promo_85,20
6,promo_86,11
6,promo_87,11
6,promo_88,24
6,promo_9,12
6,promo_90,32
6,promo_91,28
6,promo_92,22
6,promo_93,4
6,promo_94,26
6,promo_95,15
6,promo_96,25
6,promo_97,9
6,promo_98,19
6,promo_99,15
7,promo_0,15
7,promo_1,21
7,promo_10,18
7,promo_11,28
7,promo_12,20
7,promo_13,16
7,promo_14,14
7,promo_15,21
7,promo_16,22
7,promo_17,10
7,promo_18,27
7,promo_19,5
7,promo_2,12
7,promo_20,22
7,promo_21,16
7,promo_22,19
7,promo_23,9
7,promo_24,20
7,promo_25,26
7,promo_26,9
7,promo_27,19
7,promo_28,26
7,promo_29,7
7,promo_3,18
7,promo_30,31
7,promo_31,30
7,promo_32,8
7,promo_33,18
7,promo_34,9
7,promo_35,19
7,promo_36,21
7,promo_37,12
7,promo_38,29
7,promo_39,22
7,promo_4,15
7,promo_40,21
7,promo_41,30
7,promo_42,11
7,promo_43,17
7,promo_44,13
7,promo_45,21
7,promo_46,21
7,promo_47,9
7,promo_48,15
7,promo_49,9
7,promo_5,11
7,promo_50,20
7,promo_51,18
7,promo_52,20
7,promo_53,23
7,promo_54,13
7,promo_55,28
7,promo_56,21
7,promo_57,18
7,promo_58,8
7,promo_59,23
7,promo_6,24
7,promo_60,13
7,promo_61,11
7,promo_63,16
7,promo_64,14
7,promo_65,25
7,promo_66,14
7,promo_67,20
7,promo_68,25
7,promo_69,16
7,promo_7,10
7,promo_70,9
7,promo_71,30
7,promo_72,13
7,promo_73,26
7,promo_74,17
7,promo_75,19
7,promo_76,25
7,promo_77,24
7,promo_78,37
7,promo_79,2
7,promo_8,7
7,promo_80,13
7,promo_81,11
7,promo_82,26
7,promo_83,29
7,promo_84,16
7,promo_85,32
7,promo_86,9
7,promo_87,9
7,promo_88,22
7,promo_9,11
7,promo_90,29
7,promo_91,33
7,promo_92,18
7,promo_93,4
7,promo_94,30
7,promo_95,14
7,promo_96,25
7,promo_97,18
7,promo_98,20
7,promo_99,12
8,promo_0,20
8,promo_1,13
8,promo_10,23
8,promo_11,29
8,promo_12,33
8,promo_13,13
8,promo_14,18
8,promo_15,31
8,promo_16,22
8,promo_17,18
8,promo_18,22
8,promo_19,8
8,promo_2,7
8,promo_20,22
8,promo_21,13
8,promo_22,29
8,promo_23,17
8,promo_24,13
8,promo_25,25
8,promo_26,7
8,promo_27,26
8,promo_28,44
8,promo_29,11
8,promo_3,35
8,promo_30,33
8,promo_31,36
8,promo_32,10
8,promo_33,23
8,promo_34,9
8,promo_35,14
8,promo_36,23
8,promo_37,21
8,promo_38,31
8,promo_39,30
8,promo_4,17
8,promo_40,21
8,promo_41,21
8,promo_42,18
8,promo_43,21
8,promo_44,22
8,promo_45,24
8,promo_46,27
8,promo_47,13
8,promo_48,30
8,promo_49,23
8,promo_5,7
8,promo_50,16
8,promo_51,24
8,promo_52,22
8,promo_53,30
8,promo_54,17
8,promo_55,37
8,promo_56,17
8,promo_57,9
8,promo_58,8
8,promo_59,32
8,promo_6,16
8,promo_60,25
8,promo_61,8
8,promo_63,19
8,promo_64,21
8,promo_65,28
8,promo_66,14
8,promo_67,18
8,promo_68,32
8,promo_69,14
8,promo_7,5
8,promo_70,11
8,promo_71,32
8,promo_72,11
8,promo_73,35
8,promo_74,17
8,promo_75,18
8,promo_76,24
8,promo_77,18
8,promo_78,30
8,promo_79,4
8,promo_8,14
8,promo_80,22
8,promo_81,21
8,promo_82,17
8,promo_83,38
8,promo_84,25
8,promo_85,26
8,promo_86,10
8,promo_87,11
8,promo_88,25
8,promo_9,7
8,promo_90,25
8,promo_91,27
8,promo_92,25
8,promo_93,7
8,promo_94,35
8,promo_95,26
8,promo_96,30
8,promo_97,7
8,promo_98,34
8,promo_99,15
9,promo_0,27
9,promo_1,22
9,promo_10,43
9,promo_11,36
9,promo_12,29
9,promo_13,19
9,promo_14,14
9,promo_15,36
9,promo_16,43
9,promo_17,22
9,promo_18,25
9,promo_19,11
9,promo_2,11
9,promo_20,28
9,promo_21,17
9,promo_22,41
9,promo_23,12
9,promo_24,22
9,promo_25,23
9,promo_26,5
9,promo_27,34
9,promo_28,29
9,promo_29,12
9,promo_3,25
9,promo_30,38
9,promo_31,40
9,promo_32,10
9,promo_33,24
9,promo_34,8
9,promo_35,16
9,promo_36,17
9,promo_37,22
9,promo_38,31
9,promo_39,28
9,promo_4,23
9,promo_40,24
9,promo_41,36
9,promo_42,26
9,promo_43,27
9,promo_44,22
9,promo_45,15
9,promo_46,20
9,promo_47,9
9,promo_48,36
9,promo_49,19
9,promo_5,12
9,promo_50,24
9,promo_51,29
9,promo_52,20
9,promo_53,37
9,promo_54,16
9,promo_55,36
9,promo_56,38
9,promo_57,26
9,promo_58,13
9,promo_59,26
9,promo_6,26
9,promo_60,20
9,promo_61,16
9,promo_63,21
9,promo_64,16
9,promo_65,29
9,promo_66,18
9,promo_67,18
9,promo_68,23
9,promo_69,20
9,promo_7,15
9,promo_70,10
9,promo_71,34
9,promo_72,17
9,promo_73,34
9,promo_74,25
9,promo_75,17
9,promo_76,38
9,promo_77,20
9,promo_78,32
9,promo_79,12
9,promo_8,15
9,promo_80,30
9,promo_81,18
9,promo_82,18
9,promo_83,39
9,promo_84,25
9,promo_85,31
9,promo_86,17
9,promo_87,11
9,promo_88,33
9,promo_9,15
9,promo_90,27
9,promo_91,33
9,promo_92,35
9,promo_93,6
9,promo_94,48
9,promo_95,25
9,promo_96,40
9,promo_97,16
9,promo_98,38
9,promo_99,13
10,promo_0,22
10,promo_1,17
10,promo_10,32
10,promo_11,40
10,promo_12,40
10,promo_13,18
10,promo_14,24
10,promo_15,28
10,promo_16,31
10,promo_17,28
10,promo_18,23
10,promo_19,8
10,promo_2,17
10,promo_20,32
10,promo_21,28
10,promo_22,35
10,promo_23,13
10,promo_24,18
10,promo_25,30
10,promo_26,13
10,promo_27,22
10,promo_28,35
10,promo_29,6
10,promo_3,34
10,promo_30,42
10,promo_31,29
10,promo_32,16
10,promo_33,18
10,promo_34,14
10,promo_35,14
10,promo_36,20
10,promo_37,19
10,promo_38,51
10,promo_39,33
10,promo_4,29
10,promo_40,21
10,promo_41,38
10,promo_42,16
10,promo_43,21
10,promo_44,26
10,promo_45,23
10,promo_46,43
10,promo_47,13
10,promo_48,30
10,promo_49,26
10,promo_5,9
10,promo_50,25
10,promo_51,19
10,promo_52,18
10,promo_53,28
10,promo_54,21
10,promo_55,42
10,promo_56,35
10,promo_57,18
10,promo_58,15
10,promo_59,41
10,promo_6,20
10,promo_60,21
10,promo_61,5
10,promo_63,28
10,promo_64,30
10,promo_65,28
10,promo_66,18
10,promo_67,13
10,promo_68,42
10,promo_69,18
10,promo_7,12
10,promo_70,11
10,promo_71,44
10,promo_72,20
10,promo_73,38
10,promo_74,31
10,promo_75,17
10,promo_76,28
10,promo_77,18
10,promo_78,32
10,promo_79,4
10,promo_8,13
10,promo_80,21
10,promo_81,22
10,promo_82,24
10,promo_83,35
10,promo_84,18
10,promo_85,38
10,promo_86,14
10,promo_87,12
10,promo_88,35
10,promo_9,17
10,promo_90,42
10,promo_91,38
10,promo_92,39
10,promo_93,7
10,promo_94,29
10,promo_95,23
10,promo_96,35
10,promo_97,15
10,promo_98,25
10,promo_99,10
11,promo_0,22
11,promo_1,18
11,promo_10,37
11,promo_11,27
11,promo_12,32
11,promo_13,12
11,promo_14,20
11,promo_15,33
11,promo_16,35
11,promo_17,23
11,promo_18,22
11,promo_19,8
11,promo_2,12
11,promo_20,29
11,promo_21,22
11,promo_22,33
11,promo_23,10
11,promo_24,18
11,promo_25,22
11,promo_26,15
11,promo_27,23
11,promo_28,36
11,promo_29,11
11,promo_3,31
11,promo_30,39
11,promo_31,37
11,promo_32,12
11,promo_33,20
11,promo_34,12
11,promo_35,18
11,promo_36,23
11,promo_37,23
11,promo_38,45
11,promo_39,39
11,promo_4,16
11,promo_40,22
11,promo_41,34
11,promo_42,25
11,promo_43,23
11,promo_44,27
11,promo_45,26
11,promo_46,27
11,promo_47,9
11,promo_48,21
11,promo_49,28
11,promo_5,8
11,promo_50,15
11,promo_51,22
11,promo_52,19
11,promo_53,28
11,promo_54,26
11,promo_55,38
11,promo_56,13
11,promo_57,11
11,promo_58,15
11,promo_59,32
11,promo_6,20
11,promo_60,26
11,promo_61,13
11,promo_63,22
11,promo_64,23
11,promo_65,41
11,promo_66,22
11,promo_67,22
11,promo_68,40
11,promo_69,17
11,promo_7,17
11,promo_70,12
11,promo_71,33
11,promo_72,24
11,promo_73,36
11,promo_74,24
11,promo_75,21
11,promo_76,24
11,promo_77,23
11,promo_78,33
11,promo_79,16
11,promo_8,11
11,promo_80,30
11,promo_81,30
11,promo_82,25
11,promo_83,36
11,promo_84,19
11,promo_85,32
11,promo_86,19
11,promo_87,14
11,promo_88,38
11,promo_9,14
11,promo_90,32
11,promo_91,35
11,promo_92,36
11,promo_93,8
11,promo_94,37
11,promo_95,29
11,promo_96,30
11,promo_97,7
11,promo_98,37
11,promo_99,19
12,promo_0,18
12,promo_1,11
12,promo_10,24
12,promo_11,41
12,promo_12,32
12,promo_13,21
12,promo_14,18
12,promo_15,30
12,promo_16,34
12,promo_17,20
12,promo_18,23
12,promo_19,7
12,promo_2,12
12,promo_20,26
12,promo_21,17
12,promo_22,33
12,promo_23,13
12,promo_24,24
12,promo_25,25
12,promo_26,9
12,promo_27,18
12,promo_28,37
12,promo_29,14
12,promo_3,28
12,promo_30,45
12,promo_31,25
12,promo_32,15
12,promo_33,27
12,promo_34,11
12,promo_35,16
12,promo_36,20
12,promo_37,20
12,promo_38,37
12,promo_39,31
12,promo_4,22
12,promo_40,28
12,promo_41,35
12,promo_42,22
12,promo_43,17
12,promo_44,26
12,promo_45,26
12,promo_46,33
12,promo_47,6
12,promo_48,32
12,promo_49,11
12,promo_5,19
12,promo_50,22
12,promo_51,32
12,promo_52,18
12,promo_53,37
12,promo_54,17
12,promo_55,22
12,promo_56,20
12,promo_57,24
12,promo_58,10
12,promo_59,26
12,promo_6,19
12,promo_60,25
12,promo_61,14
12,promo_63,20
12,promo_64,22
12,promo_65,31
12,promo_66,28
12,promo_67,21
12,promo_68,32
12,promo_69,25
12,promo_7,7
12,promo_70,13
12,promo_71,28
12,promo_72,27
12,promo_73,40
12,promo_74,22
12,promo_75,20
12,promo_76,29
12,promo_77,18
12,promo_78,43
12,promo_79,12
12,promo_8,9
12,promo_80,18
12,promo_81,25
12,promo_82,23
12,promo_83,28
12,promo_84,27
12,promo_85,31
12,promo_86,11
12,promo_87,6
12,promo_88,38
12,promo_9,17
12,promo_90,39
12,promo_91,29
12,promo_92,33
12,promo_93,13
12,promo_94,34
12,promo_95,23
12,promo_96,26
12,promo_97,18
12,promo_98,34
12,promo_99,8
13,promo_0,22
13,promo_1,23
13,promo_10,33
13,promo_11,31
13,promo_12,41
13,promo_13,22
13,promo_14,20
13,promo_15,24
13,promo_16,32
13,promo_17,17
13,promo_18,30
13,promo_19,15
13,promo_2,15
13,promo_20,29
13,promo_21,22
13,promo_22,36
13,promo_23,10
13,promo_24,23
13,promo_25,28
13,promo_26,18
13,promo_27,25
13,promo_28,29
13,promo_29,16
13,promo_3,23
13,promo_30,40
13,promo_31,35
13,promo_32,17
13,promo_33,18
13,promo_34,12
13,promo_35,20
13,promo_36,18
13,promo_37,24
13,promo_38,34
13,promo_39,32
13,promo_4,19
13,promo_40,16
13,promo_41,29
13,promo_42,21
13,promo_43,21
13,promo_44,9
13,promo_45,31
13,promo_46,31
13,promo_47,14
13,promo_48,16
13,promo_49,18
13,promo_5,12
13,promo_50,22
13,promo_51,33
13,promo_52,21
13,promo_53,26
13,promo_54,18
13,promo_55,34
13,promo_56,20
13,promo_57,17
13,promo_58,22
13,promo_59,32
13,promo_6,20
13,promo_60,16
13,promo_61,16
13,promo_63,30
13,promo_64,19
13,promo_65,35
13,promo_66,18
13,promo_67,25
13,promo_68,32
13,promo_69,33
13,promo_7,9
13,promo_70,11
13,promo_71,32
13,promo_72,18
13,promo_73,32
13,promo_74,32
13,promo_75,24
13,promo_76,33
13,promo_77,14
13,promo_78,21
13,promo_79,11
13,promo_8,15
13,promo_80,21
13,promo_81,24
13,promo_82,15
13,promo_83,23
13,promo_84,21
13,promo_85,34
13,promo_86,12
13,promo_87,8
13,promo_88,47
13,promo_9,11
13,promo_90,41
13,promo_91,32
13,promo_92,28
13,promo_93,8
13,promo_94,26
13,promo_95,24
13,promo_96,38
13,promo_97,21
13,promo_98,40
13,promo_99,15
14,promo_0,25
14,promo_1,15
14,promo_10,33
14,promo_11,32
14,promo_12,31
14,promo_13,16
14,promo_14,19
14,promo_15,30
14,promo_16,38
14,promo_17,13
14,promo_18,30
14,promo_19,8
14,promo_2,14
14,promo_20,28
14,promo_21,25
14,promo_22,31
14,promo_23,13
14,promo_24,15
14,promo_25,31
14,promo_26,13
14,promo_27,29
14,promo_28,37
14,promo_29,14
14,promo_3,37
14,promo_30,33
14,promo_31,37
14,promo_32,9
14,promo_33,27
14,promo_34,12
14,promo_35,23
14,promo_36,19
14,promo_37,25
14,promo_38,35
14,promo_39,31
14,promo_4,17
14,promo_40,17
14,promo_41,32
14,promo_42,17
14,promo_43,19
14,promo_44,16
14,promo_45,25
14,promo_46,34
14,promo_47,11
14,promo_48,21
14,promo_49,20
14,promo_5,11
14,promo_50,25
14,promo_51,30
14,promo_52,22
14,promo_53,28
14,promo_54,20
14,promo_55,37
14,promo_56,31
14,promo_57,25
14,promo_58,13
14,promo_59,33
14,promo_6,25
14,promo_60,24
14,promo_61,17
14,promo_63,21
14,promo_64,25
14,promo_65,37
14,promo_66,19
14,promo_67,36
14,promo_68,38
14,promo_69,20
14,promo_7,11
14,promo_70,5
14,promo_71,36
14,promo_72,20
14,promo_73,31
14,promo_74,29
14,promo_75,23
14,promo_76,44
14,promo_77,16
14,promo_78,38
14,promo_79,9
14,promo_8,12
14,promo_80,17
14,promo_81,24
14,promo_82,19
14,promo_83,34
14,promo_84,16
14,promo_85,38
14,promo_86,18
14,promo_87,7
14,promo_88,30
14,promo_9,15
14,promo_90,43
14,promo_91,34
14,promo_92,38
14,promo_93,7
14,promo_94,29
14,promo_95,25
14,promo_96,37
14,promo_97,14
14,promo_98,33
14,promo_99,18
15,promo_0,25
15,promo_1,22
15,promo_10,38
15,promo_11,33
15,promo_12,42
15,promo_13,23
15,promo_14,19
15,promo_15,34
15,promo_16,29
15,promo_17,19
15,promo_18,16
15,promo_19,7
15,promo_2,12
15,promo_20,25
15,promo_21,29
15,promo_22,34
15,promo_23,12
15,promo_24,23
15,promo_25,30
15,promo_26,15
15,promo_27,18
15,promo_28,36
15,promo_29,15
15,promo_3,31
15,promo_30,32
15,promo_31,25
15,promo_32,12
15,promo_33,22
15,promo_34,13
15,promo_35,26
15,promo_36,15
15,promo_37,15
15,promo_38,41
15,promo_39,35
15,promo_4,21
15,promo_40,28
15,promo_41,38
15,promo_42,24
15,promo_43,20
15,promo_44,22
15,promo_45,27
15,promo_46,31
15,promo_47,14
15,promo_48,30
15,promo_49,25
15,promo_5,12
15,promo_50,23
15,promo_51,21
15,promo_52,14
15,promo_53,30
15,promo_54,23
15,promo_55,24
15,promo_56,13
15,promo_57,26
15,promo_58,12
15,promo_59,41
15,promo_6,32
15,promo_60,24
15,promo_61,7
15,promo_63,21
15,promo_64,20
15,promo_65,35
15,promo_66,19
15,promo_67,26
15,promo_68,34
15,promo_69,18
15,promo_7,11
15,promo_70,10
15,promo_71,37
15,promo_72,21
15,promo_73,32
15,promo_74,20
15,promo_75,15
15,promo_76,35
15,promo_77,24
15,promo_78,36
15,promo_79,9
15,promo_8,12
15,promo_80,24
15,promo_81,24
15,promo_82,23
15,promo_83,38
