daily,products,payment_amount,order_count
2021-05-18T00:00:00,p_80,111.31,3
2021-05-18T00:00:00,p_81,53.04000000000001,2
2021-05-18T00:00:00,p_82,87.88499999999999,2
2021-05-18T00:00:00,p_83,49.934999999999995,1
2021-05-18T00:00:00,p_84,10.530000000000001,1
2021-05-18T00:00:00,p_85,99.725,3
2021-05-18T00:00:00,p_86,103.725,3
2021-05-18T00:00:00,p_88,25.1,1
2021-05-18T00:00:00,p_89,82.08,2
2021-05-18T00:00:00,p_9,94.08500000000001,3
2021-05-18T00:00:00,p_90,120.84,5
2021-05-18T00:00:00,p_91,82.19500000000001,5
2021-05-18T00:00:00,p_93,125.46000000000001,4
2021-05-18T00:00:00,p_94,111.37,3
2021-05-18T00:00:00,p_96,92.03,2
2021-05-18T00:00:00,p_97,50.72,2
2021-05-18T00:00:00,p_98,39.06,1
2021-05-19T00:00:00,p_0,4605.6749999999965,137
2021-05-19T00:00:00,p_1,5228.58,150
2021-05-19T00:00:00,p_10,4805.539999999999,170
2021-05-19T00:00:00,p_100,4670.990000000001,158
2021-05-19T00:00:00,p_101,4986.9749999999985,152
2021-05-19T00:00:00,p_102,4781.88,136
2021-05-19T00:00:00,p_103,5373.934999999999,167
2021-05-19T00:00:00,p_104,4993.655000000001,151
2021-05-19T00:00:00,p_105,4311.205,132
2021-05-19T00:00:00,p_106,4367.035000000001,138
2021-05-19T00:00:00,p_107,4674.549999999999,145
2021-05-19T00:00:00,p_108,6555.120000000003,169
2021-05-19T00:00:00,p_109,4260.05,130
2021-05-19T00:00:00,p_11,3611.2699999999995,137
2021-05-19T00:00:00,p_110,4482.045000000002,143
2021-05-19T00:00:00,p_111,5324.8499999999985,149
2021-05-19T00:00:00,p_112,4153.160000000002,142
2021-05-19T00:00:00,p_113,5202.829999999999,159
2021-05-19T00:00:00,p_114,4116.819999999999,128
2021-05-19T00:00:00,p_115,5445.259999999999,165
2021-05-19T00:00:00,p_116,4464.074999999998,142
2021-05-19T00:00:00,p_117,4943.334999999997,150
2021-05-19T00:00:00,p_118,4587.275000000001,149
2021-05-19T00:00:00,p_119,4937.075000000002,173
2021-05-19T00:00:00,p_12,4174.36,136
2021-05-19T00:00:00,p_120,4518.844999999998,150
2021-05-19T00:00:00,p_121,3889.3199999999997,128
2021-05-19T00:00:00,p_122,4641.245,148
2021-05-19T00:00:00,p_123,4407.924999999998,137
2021-05-19T00:00:00,p_124,3896.9849999999983,128
2021-05-19T00:00:00,p_125,4844.885000000002,143
2021-05-19T00:00:00,p_126,5800.215000000001,168
2021-05-19T00:00:00,p_127,4439.495000000002,148
2021-05-19T00:00:00,p_128,4480.844999999999,141
2021-05-19T00:00:00,p_129,5431.689999999997,164
2021-05-19T00:00:00,p_13,5350.624999999999,155
2021-05-19T00:00:00,p_130,4832.755,143
2021-05-19T00:00:00,p_131,4968.25,161
2021-05-19T00:00:00,p_132,4902.324999999998,151
2021-05-19T00:00:00,p_133,4712.795000000001,141
2021-05-19T00:00:00,p_134,4609.245000000002,168
2021-05-19T00:00:00,p_135,4070.5900000000006,139
2021-05-19T00:00:00,p_136,3825.245,128
2021-05-19T00:00:00,p_137,4964.015000000001,146
2021-05-19T00:00:00,p_138,4300.105,140
2021-05-19T00:00:00,p_139,4174.405,149
2021-05-19T00:00:00,p_14,4123.740000000001,129
2021-05-19T00:00:00,p_140,4559.185,154
2021-05-19T00:00:00,p_141,4707.525,137
2021-05-19T00:00:00,p_142,4112.53,129
2021-05-19T00:00:00,p_143,4017.5099999999998,128
2021-05-19T00:00:00,p_144,4980.800000000003,165
2021-05-19T00:00:00,p_145,5437.365000000002,160
2021-05-19T00:00:00,p_146,3868.4799999999996,121
2021-05-19T00:00:00,p_147,4777.125,136
2021-05-19T00:00:00,p_148,5219.9,144
2021-05-19T00:00:00,p_149,4024.245,125
2021-05-19T00:00:00,p_15,4204.314999999999,131
2021-05-19T00:00:00,p_150,4490.060000000001,141
2021-05-19T00:00:00,p_151,4652.400000000004,157
2021-05-19T00:00:00,p_152,6032.100000000002,168
2021-05-19T00:00:00,p_153,4913.265,159
2021-05-19T00:00:00,p_154,4730.949999999997,146
2021-05-19T00:00:00,p_155,4067.6000000000017,138
2021-05-19T00:00:00,p_156,5119.955,141
2021-05-19T00:00:00,p_157,4147.760000000001,135
2021-05-19T00:00:00,p_158,5493.1,169
2021-05-19T00:00:00,p_159,4828.1,136
2021-05-19T00:00:00,p_16,4348.2149999999965,137
2021-05-19T00:00:00,p_160,4188.719999999999,135
2021-05-19T00:00:00,p_161,5005.8600000000015,153
2021-05-19T00:00:00,p_162,4617.005000000001,129
2021-05-19T00:00:00,p_163,4968.9349999999995,145
2021-05-19T00:00:00,p_164,4472.415,139
2021-05-19T00:00:00,p_165,4515.4,145
2021-05-19T00:00:00,p_166,4576.139999999998,146
2021-05-19T00:00:00,p_167,4975.999999999999,156
2021-05-19T00:00:00,p_168,4554.615000000002,138
2021-05-19T00:00:00,p_169,4789.399999999999,153
2021-05-19T00:00:00,p_17,4964.3,150
2021-05-19T00:00:00,p_170,4050.564999999999,143
2021-05-19T00:00:00,p_171,5278.640000000001,153
2021-05-19T00:00:00,p_172,4473.5949999999975,146
2021-05-19T00:00:00,p_173,4991.284999999997,172
2021-05-19T00:00:00,p_174,6685.324999999997,178
2021-05-19T00:00:00,p_175,4538.285,140
2021-05-19T00:00:00,p_176,5801.175,170
2021-05-19T00:00:00,p_177,3965.43,123
2021-05-19T00:00:00,p_178,4326.6050000000005,132
2021-05-19T00:00:00,p_179,4498.875,140
2021-05-19T00:00:00,p_18,5777.334999999996,154
2021-05-19T00:00:00,p_180,4319.57,140
2021-05-19T00:00:00,p_181,5742.055000000001,160
2021-05-19T00:00:00,p_182,4969.21,157
2021-05-19T00:00:00,p_183,5482.3550000000005,147
2021-05-19T00:00:00,p_184,4208.67,135
2021-05-19T00:00:00,p_185,4808.249999999998,141
2021-05-19T00:00:00,p_186,4129.085000000001,140
2021-05-19T00:00:00,p_187,4881.504999999997,143
2021-05-19T00:00:00,p_188,3798.39,133
2021-05-19T00:00:00,p_189,4618.259999999999,145
2021-05-19T00:00:00,p_19,5381.060000000003,162
2021-05-19T00:00:00,p_190,5410.055000000002,158
2021-05-19T00:00:00,p_191,4156.994999999999,141
2021-05-19T00:00:00,p_192,4785.619999999998,159
2021-05-19T00:00:00,p_193,4898.51,143
2021-05-19T00:00:00,p_194,5051.1799999999985,169
2021-05-19T00:00:00,p_195,4073.875,136
2021-05-19T00:00:00,p_196,4192.375000000003,134
2021-05-19T00:00:00,p_197,4973.720000000002,140
2021-05-19T00:00:00,p_198,5172.585000000005,171
2021-05-19T00:00:00,p_199,4527.220000000001,152
2021-05-19T00:00:00,p_2,4814.280000000002,148
2021-05-19T00:00:00,p_20,3656.3700000000003,130
2021-05-19T00:00:00,p_21,3737.925000000001,136
2021-05-19T00:00:00,p_22,4001.049999999999,122
2021-05-19T00:00:00,p_23,4468.210000000003,142
2021-05-19T00:00:00,p_24,4285.5650000000005,133
2021-05-19T00:00:00,p_25,4323.295000000002,143
2021-05-19T00:00:00,p_26,5329.010000000002,167
2021-05-19T00:00:00,p_27,4132.905000000002,132
2021-05-19T00:00:00,p_28,4540.545,128
2021-05-19T00:00:00,p_29,4783.594999999998,138
2021-05-19T00:00:00,p_3,4793.854999999999,158
2021-05-19T00:00:00,p_30,4967.88,151
2021-05-19T00:00:00,p_31,5033.860000000001,161
2021-05-19T00:00:00,p_32,5671.415000000001,166
2021-05-19T00:00:00,p_33,5937.185000000002,162
2021-05-19T00:00:00,p_34,4746.61,153
2021-05-19T00:00:00,p_35,4494.694999999999,139
2021-05-19T00:00:00,p_36,4042.259999999999,135
2021-05-19T00:00:00,p_37,3973.635,130
2021-05-19T00:00:00,p_38,5400.405000000002,165
2021-05-19T00:00:00,p_39,4912.990000000002,157
2021-05-19T00:00:00,p_4,5084.6849999999995,158
2021-05-19T00:00:00,p_40,3714.8900000000012,138
2021-05-19T00:00:00,p_41,5059.445000000002,153
2021-05-19T00:00:00,p_42,4655.9800000000005,134
2021-05-19T00:00:00,p_43,4714.569999999999,160
2021-05-19T00:00:00,p_44,5348.595000000001,155
2021-05-19T00:00:00,p_45,4160.364999999999,131
2021-05-19T00:00:00,p_46,4593.099999999999,141
2021-05-19T00:00:00,p_47,4579.245,142
2021-05-19T00:00:00,p_48,5081.710000000003,168
2021-05-19T00:00:00,p_49,3953.83,144
2021-05-19T00:00:00,p_5,5097.305000000002,166
2021-05-19T00:00:00,p_50,4269.920000000003,133
2021-05-19T00:00:00,p_51,4570.889999999999,154
2021-05-19T00:00:00,p_52,4245.769999999999,133
2021-05-19T00:00:00,p_53,4461.8949999999995,154
2021-05-19T00:00:00,p_54,4828.994999999999,141
2021-05-19T00:00:00,p_55,5208.2750000000015,148
2021-05-19T00:00:00,p_56,5550.865000000001,161
2021-05-19T00:00:00,p_57,5265.970000000002,163
2021-05-19T00:00:00,p_58,4521.969999999999,140
2021-05-19T00:00:00,p_59,4855.245,157
2021-05-19T00:00:00,p_6,4191.359999999999,145
2021-05-19T00:00:00,p_60,4364.135,145
2021-05-19T00:00:00,p_61,3903.955000000001,137
2021-05-19T00:00:00,p_62,4230.515,126
2021-05-19T00:00:00,p_63,3444.285,121
2021-05-19T00:00:00,p_64,5093.804999999999,148
2021-05-19T00:00:00,p_65,3753.9100000000003,121
2021-05-19T00:00:00,p_66,4122.010000000001,135
2021-05-19T00:00:00,p_67,5423.245,163
2021-05-19T00:00:00,p_68,4786.215000000002,136
2021-05-19T00:00:00,p_69,4333.429999999999,137
2021-05-19T00:00:00,p_7,4781.8200000000015,158
2021-05-19T00:00:00,p_70,4301.590000000003,129
2021-05-19T00:00:00,p_71,5253.215,148
2021-05-19T00:00:00,p_72,4799.754999999999,159
2021-05-19T00:00:00,p_73,4784.869999999998,153
2021-05-19T00:00:00,p_74,4521.294999999999,150
2021-05-19T00:00:00,p_75,4171.43,142
2021-05-19T00:00:00,p_76,4905.889999999999,160
2021-05-19T00:00:00,p_77,4846.629999999998,141
2021-05-19T00:00:00,p_78,4649.414999999999,153
2021-05-19T00:00:00,p_79,5809.250000000002,175
2021-05-19T00:00:00,p_8,4627.884999999998,144
2021-05-19T00:00:00,p_80,4869.284999999998,143
2021-05-19T00:00:00,p_81,5035.235000000001,151
2021-05-19T00:00:00,p_82,4801.34,158
2021-05-19T00:00:00,p_83,5201.550000000002,152
2021-05-19T00:00:00,p_84,4155.475,130
2021-05-19T00:00:00,p_85,3954.245000000001,137
2021-05-19T00:00:00,p_86,5560.0199999999995,188
2021-05-19T00:00:00,p_87,4491.205000000001,148
2021-05-19T00:00:00,p_88,5118.990000000001,154
2021-05-19T00:00:00,p_89,5559.389999999999,166
2021-05-19T00:00:00,p_9,4246.3150000000005,131
2021-05-19T00:00:00,p_90,5197.614999999998,158
2021-05-19T00:00:00,p_91,4406.9800000000005,145
2021-05-19T00:00:00,p_92,5180.814999999998,143
2021-05-19T00:00:00,p_93,4227.18,144
2021-05-19T00:00:00,p_94,4615.569999999999,145
2021-05-19T00:00:00,p_95,4334.320000000001,141
2021-05-19T00:00:00,p_96,5306.829999999999,147
2021-05-19T00:00:00,p_97,3851.235000000002,135
2021-05-19T00:00:00,p_98,4373.455,140
2021-05-19T00:00:00,p_99,4568.335000000001,159
2021-05-20T00:00:00,p_0,4512.175000000001,137
2021-05-20T00:00:00,p_1,5554.2450000000035,153
2021-05-20T00:00:00,p_10,4960.839999999999,172
2021-05-20T00:00:00,p_100,4372.169999999999,132
2021-05-20T00:00:00,p_101,4260.58,139
2021-05-20T00:00:00,p_102,4856.269999999999,142
2021-05-20T00:00:00,p_103,5007.31,148
2021-05-20T00:00:00,p_104,5255.78,158
2021-05-20T00:00:00,p_105,5083.270000000002,151
2021-05-20T00:00:00,p_106,5154.4050000000025,162
2021-05-20T00:00:00,p_107,5346.150000000001,156
2021-05-20T00:00:00,p_108,6614.9450000000015,163
2021-05-20T00:00:00,p_109,4940.425,145
2021-05-20T00:00:00,p_11,4304.6799999999985,141
2021-05-20T00:00:00,p_110,4407.215,142
2021-05-20T00:00:00,p_111,5137.75,143
2021-05-20T00:00:00,p_112,4935.875,148
2021-05-20T00:00:00,p_113,4879.194999999999,139
2021-05-20T00:00:00,p_114,4884.455,152
2021-05-20T00:00:00,p_115,4907.95,146
2021-05-20T00:00:00,p_116,4202.969999999999,130
2021-05-20T00:00:00,p_117,3989.7549999999987,127
2021-05-20T00:00:00,p_118,5102.939999999999,151
2021-05-20T00:00:00,p_119,4530.33,157
2021-05-20T00:00:00,p_12,4579.1600000000035,154
2021-05-20T00:00:00,p_120,4770.449999999998,154
2021-05-20T00:00:00,p_121,4315.989999999999,143
2021-05-20T00:00:00,p_122,5175.140000000002,149
2021-05-20T00:00:00,p_123,5582.975000000001,164
2021-05-20T00:00:00,p_124,3429.8100000000004,116
2021-05-20T00:00:00,p_125,5293.255000000005,160
2021-05-20T00:00:00,p_126,5173.379999999998,140
2021-05-20T00:00:00,p_127,4421.58,140
2021-05-20T00:00:00,p_128,5221.064999999998,156
2021-05-20T00:00:00,p_129,4908.775000000003,158
2021-05-20T00:00:00,p_13,5001.009999999997,149
2021-05-20T00:00:00,p_130,5258.15,163
2021-05-20T00:00:00,p_131,4230.474999999999,132
2021-05-20T00:00:00,p_132,5938.845,176
2021-05-20T00:00:00,p_133,5511.285000000001,169
2021-05-20T00:00:00,p_134,4100.610000000001,145
2021-05-20T00:00:00,p_135,4590.74,156
2021-05-20T00:00:00,p_136,4134.489999999999,142
2021-05-20T00:00:00,p_137,5888.05,165
2021-05-20T00:00:00,p_138,4530.639999999999,144
2021-05-20T00:00:00,p_139,4711.799999999997,151
2021-05-20T00:00:00,p_14,4515.114999999999,153
2021-05-20T00:00:00,p_140,4247.004999999999,145
2021-05-20T00:00:00,p_141,5041.21,144
2021-05-20T00:00:00,p_142,4798.2750000000015,143
2021-05-20T00:00:00,p_143,4724.254999999999,156
2021-05-20T00:00:00,p_144,5145.745,158
2021-05-20T00:00:00,p_145,5604.009999999996,166
2021-05-20T00:00:00,p_146,4256.104999999999,131
2021-05-20T00:00:00,p_147,5041.94,146
2021-05-20T00:00:00,p_148,5642.799999999998,158
2021-05-20T00:00:00,p_149,3835.66,115
2021-05-20T00:00:00,p_15,4166.554999999999,132
2021-05-20T00:00:00,p_150,5159.879999999998,159
2021-05-20T00:00:00,p_151,4603.975,146
2021-05-20T00:00:00,p_152,5215.365,143
2021-05-20T00:00:00,p_153,4435.404999999999,138
2021-05-20T00:00:00,p_154,4540.974999999998,152
2021-05-20T00:00:00,p_155,4137.624999999999,129
2021-05-20T00:00:00,p_156,5213.664999999998,155
2021-05-20T00:00:00,p_157,5110.490000000001,168
2021-05-20T00:00:00,p_158,4927.720000000004,155
2021-05-20T00:00:00,p_159,6062.15,175
2021-05-20T00:00:00,p_16,5229.214999999998,160
2021-05-20T00:00:00,p_160,4339.240000000001,137
2021-05-20T00:00:00,p_161,4785.334999999999,142
2021-05-20T00:00:00,p_162,5069.21,150
2021-05-20T00:00:00,p_163,5475.184999999998,147
2021-05-20T00:00:00,p_164,5498.705,165
2021-05-20T00:00:00,p_165,4711.490000000001,152
2021-05-20T00:00:00,p_166,4080.4149999999986,131
2021-05-20T00:00:00,p_167,5326.375000000003,161
2021-05-20T00:00:00,p_168,4811.950000000001,146
2021-05-20T00:00:00,p_169,4674.1,147
2021-05-20T00:00:00,p_17,4722.424999999998,151
2021-05-20T00:00:00,p_170,4522.875000000003,156
2021-05-20T00:00:00,p_171,5057.790000000002,156
2021-05-20T00:00:00,p_172,4537.509999999997,147
2021-05-20T00:00:00,p_173,4109.71,134
2021-05-20T00:00:00,p_174,6055.65,151
2021-05-20T00:00:00,p_175,4824.879999999999,144
2021-05-20T00:00:00,p_176,4173.224999999999,128
2021-05-20T00:00:00,p_177,5069.040000000001,154
2021-05-20T00:00:00,p_178,3928.355000000001,122
2021-05-20T00:00:00,p_179,5102.15,150
2021-05-20T00:00:00,p_18,6160.265000000003,161
2021-05-20T00:00:00,p_180,4952.740000000003,145
2021-05-20T00:00:00,p_181,4707.464999999999,130
2021-05-20T00:00:00,p_182,3952.034999999999,124
2021-05-20T00:00:00,p_183,5361.710000000005,160
2021-05-20T00:00:00,p_184,4507.184999999997,133
2021-05-20T00:00:00,p_185,5174.895000000002,148
2021-05-20T00:00:00,p_186,4279.745000000002,141
2021-05-20T00:00:00,p_187,4941.100000000001,158
2021-05-20T00:00:00,p_188,4357.065,149
2021-05-20T00:00:00,p_189,4522.8150000000005,149
2021-05-20T00:00:00,p_19,5145.82,159
2021-05-20T00:00:00,p_190,5440.010000000002,157
2021-05-20T00:00:00,p_191,4477.664999999998,149
2021-05-20T00:00:00,p_192,4853.339999999998,161
2021-05-20T00:00:00,p_193,5634.474999999998,166
2021-05-20T00:00:00,p_194,3955.845,146
2021-05-20T00:00:00,p_195,5375.645000000002,176
2021-05-20T00:00:00,p_196,5122.704999999997,159
2021-05-20T00:00:00,p_197,5051.265000000003,149
2021-05-20T00:00:00,p_198,5201.565000000001,166
2021-05-20T00:00:00,p_199,4514.045000000001,159
2021-05-20T00:00:00,p_2,4413.844999999998,131
2021-05-20T00:00:00,p_20,3912.359999999998,135
2021-05-20T00:00:00,p_21,4439.510000000001,146
2021-05-20T00:00:00,p_22,4820.034999999999,143
2021-05-20T00:00:00,p_23,5036.274999999998,163
2021-05-20T00:00:00,p_24,4288.079999999999,139
2021-05-20T00:00:00,p_25,3996.195,136
2021-05-20T00:00:00,p_26,4809.170000000003,148
2021-05-20T00:00:00,p_27,4646.890000000001,153
2021-05-20T00:00:00,p_28,5007.544999999998,134
2021-05-20T00:00:00,p_29,5260.0250000000015,147
2021-05-20T00:00:00,p_3,3849.600000000001,124
2021-05-20T00:00:00,p_30,4956.674999999999,149
2021-05-20T00:00:00,p_31,4814.339999999999,149
2021-05-20T00:00:00,p_32,5333.389999999997,154
2021-05-20T00:00:00,p_33,5814.304999999998,161
2021-05-20T00:00:00,p_34,5135.7350000000015,162
2021-05-20T00:00:00,p_35,4393.280000000002,147
2021-05-20T00:00:00,p_36,5422.825,163
2021-05-20T00:00:00,p_37,4846.579999999997,149
2021-05-20T00:00:00,p_38,5521.455,159
2021-05-20T00:00:00,p_39,5248.129999999998,159
2021-05-20T00:00:00,p_4,4742.635,151
2021-05-20T00:00:00,p_40,4212.299999999999,151
2021-05-20T00:00:00,p_41,4318.56,136
2021-05-20T00:00:00,p_42,5112.024999999999,144
2021-05-20T00:00:00,p_43,3879.934999999999,136
2021-05-20T00:00:00,p_44,4595.630000000001,143
2021-05-20T00:00:00,p_45,4434.474999999998,139
2021-05-20T00:00:00,p_46,4768.044999999999,144
2021-05-20T00:00:00,p_47,4842.265000000001,143
2021-05-20T00:00:00,p_48,4333.265,136
2021-05-20T00:00:00,p_49,4112.0599999999995,147
2021-05-20T00:00:00,p_5,4391.535000000001,145
2021-05-20T00:00:00,p_50,5209.220000000004,153
2021-05-20T00:00:00,p_51,3724.0549999999985,127
2021-05-20T00:00:00,p_52,4519.625,143
2021-05-20T00:00:00,p_53,4676.845,149
2021-05-20T00:00:00,p_54,4771.44,148
2021-05-20T00:00:00,p_55,5201.765,148
2021-05-20T00:00:00,p_56,5091.530000000003,155
2021-05-20T00:00:00,p_57,4052.9650000000006,129
2021-05-20T00:00:00,p_58,4880.325000000002,146
2021-05-20T00:00:00,p_59,4365.275,150
2021-05-20T00:00:00,p_6,4625.39,154
2021-05-20T00:00:00,p_60,5205.474999999999,172
2021-05-20T00:00:00,p_61,4787.6849999999995,157
2021-05-20T00:00:00,p_62,4061.8600000000006,115
2021-05-20T00:00:00,p_63,4604.925,152
2021-05-20T00:00:00,p_64,4722.985000000001,145
2021-05-20T00:00:00,p_65,3490.9400000000005,113
2021-05-20T00:00:00,p_66,4956.570000000002,167
2021-05-20T00:00:00,p_67,4134.554999999998,130
2021-05-20T00:00:00,p_68,5726.2099999999955,167
2021-05-20T00:00:00,p_69,5264.574999999999,155
2021-05-20T00:00:00,p_7,4124.034999999999,139
