session_start_date,hour,isoweekday,latitude,longitude,prepare,client,customer_anomaly,location_anomaly,weekday_hour_anomaly
2021-08-26T08:28:41,8,4,39.964212,32.836037000000005,9.583333333333334,u_u_1092087,0.0,1,1
2021-07-22T08:40:33,8,4,39.950068,32.93504900000001,9.65,u_u_1702397,0.0,1,1
2021-07-15T08:51:01,8,4,39.947581,32.826109,4.3,u_u_1997732,0.0,1,1
2021-05-13T08:56:41,8,4,39.925067999999996,32.899049000000005,4.883333333333334,u_120023,0.0,1,1
2021-06-10T08:49:17,8,4,39.902069999999995,32.864969,6.5,u_u_1554248,0.0,1,1
2021-06-24T08:59:38,8,4,39.922581,32.857109,7.883333333333334,u_u_1058955,1.0,1,1
2021-05-06T08:45:05,8,4,39.999212,32.865037,4.416666666666667,u_u_1805417,0.0,1,1
2021-07-01T08:43:02,8,4,39.908581,32.812109,10.433333333333334,u_u_1013470,0.0,1,1
2021-06-17T08:28:20,8,4,39.979212000000004,32.844037,3.0166666666666666,u_u_1961712,0.0,1,1
2021-05-27T08:42:12,8,4,39.923581,32.860109,3.1166666666666667,u_u_1064136,0.0,1,1
2021-08-19T08:58:55,8,4,39.959212,32.829037,2.85,u_u_1101432,0.0,1,1
2021-07-29T08:12:56,8,4,39.893068,32.914049000000006,4.25,u_u_1576012,0.0,1,1
2021-07-08T08:48:40,8,4,39.902068,32.922049,6.516666666666667,u_u_1489703,0.0,1,1
2021-07-15T08:52:41,8,4,39.986212,32.828037,5.733333333333333,u_u_1599141,0.0,1,1
2021-07-01T08:44:24,8,4,39.921580999999996,32.828109000000005,2.1,u_u_1474684,0.0,1,1
2021-06-17T08:44:06,8,4,39.893068,32.884049000000005,6.916666666666667,u_u_1988542,0.0,1,1
2021-06-24T08:29:54,8,4,39.906580999999996,32.853109,7.833333333333333,u_u_1532167,0.0,1,1
2021-08-05T08:54:56,8,4,39.920069999999996,32.867969,8.3,u_u_1063719,1.0,1,1
2021-07-29T08:55:33,8,4,39.93007,32.906969000000004,9.55,u_u_1561045,1.0,0,1
2021-05-20T08:56:46,8,4,39.908069999999995,32.907969,3.3666666666666667,u_u_1720836,0.0,1,1
2021-05-13T08:08:36,8,4,39.898067999999995,32.889049,12.766666666666667,u_596533,0.0,1,1
2021-07-01T08:11:27,8,4,39.906068,32.922049,3.1,u_u_1979640,1.0,0,1
2021-05-27T08:34:49,8,4,39.933068,32.892049,10.433333333333334,u_u_1701014,0.0,1,1
2021-06-03T08:08:13,8,4,39.987212,32.847037,7.55,u_u_1359483,0.0,1,1
2021-07-15T08:48:48,8,4,39.93607,32.902969000000006,7.566666666666666,u_u_1806100,0.0,1,1
2021-05-27T08:37:05,8,4,39.93007,32.913969,4.283333333333333,u_950692,0.0,1,1
2021-05-13T08:08:06,8,4,39.933068,32.904049,8.966666666666667,u_u_1507169,0.0,1,1
2021-06-10T08:59:31,8,4,39.916581,32.814109,4.783333333333333,u_u_1992519,0.0,1,1
2021-05-27T08:04:07,8,4,39.953212,32.853037,3.0166666666666666,u_u_1793612,0.0,1,1
2021-05-20T08:08:54,8,4,39.913067999999996,32.916049,5.233333333333333,u_u_1964814,0.0,1,1
2021-05-06T08:03:05,8,4,39.91307,32.860969000000004,5.55,u_u_1678998,0.0,1,1
2021-07-01T08:14:11,8,4,39.93007,32.863969000000004,5.116666666666666,u_u_1849293,0.0,1,1
2021-05-13T08:22:27,8,4,40.009212000000005,32.844037,3.8333333333333335,u_876721,0.0,1,1
2021-06-24T08:10:19,8,4,39.91507,32.861969,7.216666666666667,u_u_1348444,0.0,1,1
2021-07-22T08:44:57,8,4,39.953581,32.847109,8.3,u_u_1759098,0.0,1,1
2021-05-06T08:49:55,8,4,39.903580999999996,32.867109000000006,9.45,u_u_1291778,0.0,1,1
2021-05-27T08:38:22,8,4,39.925581,32.850109,2.15,u_u_1089585,0.0,1,1
2021-08-05T08:33:23,8,4,39.928067999999996,32.927049000000004,7.783333333333333,u_u_1637361,0.0,1,1
2021-07-22T08:38:20,8,4,39.953581,32.824109,11.7,u_u_1651832,0.0,1,1
2021-07-08T08:37:56,8,4,39.936068,32.914049000000006,8.2,u_u_1578120,1.0,0,1
2021-05-06T08:43:43,8,4,39.905069999999995,32.900969,1.5333333333333334,u_u_1785986,1.0,1,1
2021-08-12T08:06:24,8,4,39.925581,32.858109000000006,2.816666666666667,u_u_1264209,0.0,1,1
2021-06-03T08:57:54,8,4,39.937581,32.842109,5.283333333333333,u_u_1985871,0.0,1,1
2021-06-10T08:38:13,8,4,39.917069999999995,32.887969000000005,2.316666666666667,u_u_1982827,0.0,1,1
2021-07-29T08:08:23,8,4,39.995212,32.865037,10.25,u_u_1396525,0.0,1,1
2021-05-06T08:11:41,8,4,39.926069999999996,32.880969,8.783333333333333,u_u_1638451,0.0,1,1
2021-06-03T08:30:51,8,4,39.935069999999996,32.897969,4.266666666666667,u_u_1409874,0.0,1,1
2021-05-06T08:19:21,8,4,39.965212,32.870037,4.4,u_734769,0.0,1,1
2021-07-15T08:28:19,8,4,39.995212,32.827037000000004,7.916666666666667,u_u_1698261,0.0,1,1
2021-05-13T08:24:46,8,4,39.924068,32.901049,10.8,u_u_1500497,1.0,0,1
2021-07-29T08:53:26,8,4,39.898581,32.836109,1.8833333333333333,u_u_1692186,0.0,1,1
2021-07-15T08:27:43,8,4,39.914068,32.897049,4.016666666666667,u_u_1671625,0.0,1,1
2021-05-13T08:10:24,8,4,39.947581,32.840109000000005,8.383333333333333,u_u_1848285,1.0,0,1
2021-05-06T08:24:51,8,4,39.957212,32.840037,5.366666666666666,u_477929,0.0,1,1
