daily,promotion_id,total_order_count,order_count,inorganic_ratio
2021-05-19T00:00:00,promo_56,11,11,1.0
2021-05-19T00:00:00,promo_57,6,6,1.0
2021-05-19T00:00:00,promo_58,8,8,1.0
2021-05-19T00:00:00,promo_59,13,13,1.0
2021-05-19T00:00:00,promo_6,5,5,1.0
2021-05-19T00:00:00,promo_60,11,11,1.0
2021-05-19T00:00:00,promo_61,6,6,1.0
2021-05-19T00:00:00,promo_63,9,9,1.0
2021-05-19T00:00:00,promo_64,9,9,1.0
2021-05-19T00:00:00,promo_65,15,15,1.0
2021-05-19T00:00:00,promo_66,11,11,1.0
2021-05-19T00:00:00,promo_67,10,10,1.0
2021-05-19T00:00:00,promo_68,15,15,1.0
2021-05-19T00:00:00,promo_69,6,6,1.0
2021-05-19T00:00:00,promo_7,5,5,1.0
2021-05-19T00:00:00,promo_70,3,3,1.0
2021-05-19T00:00:00,promo_71,22,22,1.0
2021-05-19T00:00:00,promo_72,8,8,1.0
2021-05-19T00:00:00,promo_73,16,16,1.0
2021-05-19T00:00:00,promo_74,5,5,1.0
2021-05-19T00:00:00,promo_75,9,9,1.0
2021-05-19T00:00:00,promo_76,8,8,1.0
2021-05-19T00:00:00,promo_77,11,11,1.0
2021-05-19T00:00:00,promo_78,12,12,1.0
2021-05-19T00:00:00,promo_79,8,8,1.0
2021-05-19T00:00:00,promo_8,7,7,1.0
2021-05-19T00:00:00,promo_80,11,11,1.0
2021-05-19T00:00:00,promo_81,6,6,1.0
2021-05-19T00:00:00,promo_82,14,14,1.0
2021-05-19T00:00:00,promo_83,10,10,1.0
2021-05-19T00:00:00,promo_84,10,10,1.0
2021-05-19T00:00:00,promo_85,8,8,1.0
2021-05-19T00:00:00,promo_86,4,4,1.0
2021-05-19T00:00:00,promo_87,10,10,1.0
2021-05-19T00:00:00,promo_88,17,17,1.0
2021-05-19T00:00:00,promo_9,10,10,1.0
2021-05-19T00:00:00,promo_90,17,17,1.0
2021-05-19T00:00:00,promo_91,12,12,1.0
2021-05-19T00:00:00,promo_92,21,21,1.0
2021-05-19T00:00:00,promo_93,4,4,1.0
2021-05-19T00:00:00,promo_94,15,15,1.0
2021-05-19T00:00:00,promo_95,12,12,1.0
2021-05-19T00:00:00,promo_96,9,9,1.0
2021-05-19T00:00:00,promo_97,7,7,1.0
2021-05-19T00:00:00,promo_98,19,19,1.0
2021-05-19T00:00:00,promo_99,6,6,1.0
2021-05-20T00:00:00,promo_0,9,9,1.0
2021-05-20T00:00:00,promo_1,6,6,1.0
2021-05-20T00:00:00,promo_10,14,14,1.0
2021-05-20T00:00:00,promo_11,10,10,1.0
2021-05-20T00:00:00,promo_12,10,10,1.0
2021-05-20T00:00:00,promo_13,7,7,1.0
2021-05-20T00:00:00,promo_14,7,7,1.0
2021-05-20T00:00:00,promo_15,18,18,1.0
2021-05-20T00:00:00,promo_16,15,15,1.0
2021-05-20T00:00:00,promo_17,6,6,1.0
2021-05-20T00:00:00,promo_18,5,5,1.0
2021-05-20T00:00:00,promo_19,5,5,1.0
2021-05-20T00:00:00,promo_2,10,10,1.0
2021-05-20T00:00:00,promo_20,13,13,1.0
2021-05-20T00:00:00,promo_21,8,8,1.0
2021-05-20T00:00:00,promo_22,10,10,1.0
2021-05-20T00:00:00,promo_23,2,2,1.0
2021-05-20T00:00:00,promo_24,8,8,1.0
2021-05-20T00:00:00,promo_25,9,9,1.0
2021-05-20T00:00:00,promo_26,3,3,1.0
2021-05-20T00:00:00,promo_27,10,10,1.0
2021-05-20T00:00:00,promo_28,17,17,1.0
2021-05-20T00:00:00,promo_29,5,5,1.0
2021-05-20T00:00:00,promo_3,13,13,1.0
2021-05-20T00:00:00,promo_30,15,15,1.0
2021-05-20T00:00:00,promo_31,14,14,1.0
2021-05-20T00:00:00,promo_32,10,10,1.0
2021-05-20T00:00:00,promo_33,8,8,1.0
2021-05-20T00:00:00,promo_34,2,2,1.0
2021-05-20T00:00:00,promo_35,17,17,1.0
2021-05-20T00:00:00,promo_36,12,12,1.0
2021-05-20T00:00:00,promo_37,5,5,1.0
2021-05-20T00:00:00,promo_38,12,12,1.0
2021-05-20T00:00:00,promo_39,15,15,1.0
2021-05-20T00:00:00,promo_4,9,9,1.0
2021-05-20T00:00:00,promo_40,10,10,1.0
2021-05-20T00:00:00,promo_41,12,12,1.0
2021-05-20T00:00:00,promo_42,11,11,1.0
2021-05-20T00:00:00,promo_43,7,7,1.0
2021-05-20T00:00:00,promo_44,11,11,1.0
2021-05-20T00:00:00,promo_45,10,10,1.0
2021-05-20T00:00:00,promo_46,12,12,1.0
2021-05-20T00:00:00,promo_47,3,3,1.0
2021-05-20T00:00:00,promo_48,10,10,1.0
2021-05-20T00:00:00,promo_49,13,13,1.0
2021-05-20T00:00:00,promo_5,4,4,1.0
2021-05-20T00:00:00,promo_50,14,14,1.0
2021-05-20T00:00:00,promo_51,11,11,1.0
2021-05-20T00:00:00,promo_52,12,12,1.0
2021-05-20T00:00:00,promo_53,14,14,1.0
2021-05-20T00:00:00,promo_54,11,11,1.0
2021-05-20T00:00:00,promo_55,15,15,1.0
2021-05-20T00:00:00,promo_56,8,8,1.0
2021-05-20T00:00:00,promo_57,8,8,1.0
2021-05-20T00:00:00,promo_58,4,4,1.0
2021-05-20T00:00:00,promo_59,12,12,1.0
2021-05-20T00:00:00,promo_6,9,9,1.0
2021-05-20T00:00:00,promo_60,9,9,1.0
2021-05-20T00:00:00,promo_61,7,7,1.0
2021-05-20T00:00:00,promo_63,10,10,1.0
2021-05-20T00:00:00,promo_64,5,5,1.0
2021-05-20T00:00:00,promo_65,15,15,1.0
2021-05-20T00:00:00,promo_66,9,9,1.0
2021-05-20T00:00:00,promo_67,9,9,1.0
2021-05-20T00:00:00,promo_68,17,17,1.0
2021-05-20T00:00:00,promo_69,12,12,1.0
2021-05-20T00:00:00,promo_7,3,3,1.0
2021-05-20T00:00:00,promo_70,5,5,1.0
2021-05-20T00:00:00,promo_71,17,17,1.0
2021-05-20T00:00:00,promo_72,13,13,1.0
2021-05-20T00:00:00,promo_73,13,13,1.0
2021-05-20T00:00:00,promo_74,13,13,1.0
2021-05-20T00:00:00,promo_75,7,7,1.0
2021-05-20T00:00:00,promo_76,20,20,1.0
2021-05-20T00:00:00,promo_77,8,8,1.0
2021-05-20T00:00:00,promo_78,15,15,1.0
2021-05-20T00:00:00,promo_79,8,8,1.0
2021-05-20T00:00:00,promo_8,3,3,1.0
2021-05-20T00:00:00,promo_80,13,13,1.0
2021-05-20T00:00:00,promo_81,5,5,1.0
2021-05-20T00:00:00,promo_82,8,8,1.0
2021-05-20T00:00:00,promo_83,19,19,1.0
2021-05-20T00:00:00,promo_84,11,11,1.0
2021-05-20T00:00:00,promo_85,17,17,1.0
2021-05-20T00:00:00,promo_86,4,4,1.0
2021-05-20T00:00:00,promo_87,8,8,1.0
2021-05-20T00:00:00,promo_88,12,12,1.0
2021-05-20T00:00:00,promo_9,5,5,1.0
2021-05-20T00:00:00,promo_90,16,16,1.0
2021-05-20T00:00:00,promo_91,23,23,1.0
2021-05-20T00:00:00,promo_92,9,9,1.0
2021-05-20T00:00:00,promo_93,6,6,1.0
2021-05-20T00:00:00,promo_94,16,16,1.0
2021-05-20T00:00:00,promo_95,12,12,1.0
2021-05-20T00:00:00,promo_96,19,19,1.0
2021-05-20T00:00:00,promo_97,4,4,1.0
2021-05-20T00:00:00,promo_98,11,11,1.0
2021-05-20T00:00:00,promo_99,4,4,1.0
2021-05-21T00:00:00,promo_0,9,9,1.0
2021-05-21T00:00:00,promo_1,8,8,1.0
2021-05-21T00:00:00,promo_10,13,13,1.0
2021-05-21T00:00:00,promo_11,15,15,1.0
2021-05-21T00:00:00,promo_12,15,15,1.0
2021-05-21T00:00:00,promo_13,8,8,1.0
2021-05-21T00:00:00,promo_14,15,15,1.0
2021-05-21T00:00:00,promo_15,13,13,1.0
2021-05-21T00:00:00,promo_16,11,11,1.0
2021-05-21T00:00:00,promo_17,6,6,1.0
2021-05-21T00:00:00,promo_18,7,7,1.0
2021-05-21T00:00:00,promo_19,1,1,1.0
2021-05-21T00:00:00,promo_2,7,7,1.0
2021-05-21T00:00:00,promo_20,13,13,1.0
2021-05-21T00:00:00,promo_21,7,7,1.0
2021-05-21T00:00:00,promo_22,16,16,1.0
2021-05-21T00:00:00,promo_23,9,9,1.0
2021-05-21T00:00:00,promo_24,12,12,1.0
2021-05-21T00:00:00,promo_25,11,11,1.0
2021-05-21T00:00:00,promo_26,4,4,1.0
2021-05-21T00:00:00,promo_27,8,8,1.0
2021-05-21T00:00:00,promo_28,7,7,1.0
2021-05-21T00:00:00,promo_29,4,4,1.0
2021-05-21T00:00:00,promo_3,18,18,1.0
2021-05-21T00:00:00,promo_30,18,18,1.0
2021-05-21T00:00:00,promo_31,13,13,1.0
2021-05-21T00:00:00,promo_32,5,5,1.0
2021-05-21T00:00:00,promo_33,10,10,1.0
2021-05-21T00:00:00,promo_34,6,6,1.0
2021-05-21T00:00:00,promo_35,8,8,1.0
2021-05-21T00:00:00,promo_36,16,16,1.0
2021-05-21T00:00:00,promo_37,6,6,1.0
2021-05-21T00:00:00,promo_38,15,15,1.0
2021-05-21T00:00:00,promo_39,12,12,1.0
2021-05-21T00:00:00,promo_4,9,9,1.0
2021-05-21T00:00:00,promo_40,12,12,1.0
2021-05-21T00:00:00,promo_41,7,7,1.0
2021-05-21T00:00:00,promo_42,6,6,1.0
2021-05-21T00:00:00,promo_43,10,10,1.0
2021-05-21T00:00:00,promo_44,7,7,1.0
2021-05-21T00:00:00,promo_45,11,11,1.0
2021-05-21T00:00:00,promo_46,14,14,1.0
2021-05-21T00:00:00,promo_47,1,1,1.0
2021-05-21T00:00:00,promo_48,11,11,1.0
2021-05-21T00:00:00,promo_49,10,10,1.0
2021-05-21T00:00:00,promo_5,5,5,1.0
2021-05-21T00:00:00,promo_50,7,7,1.0
2021-05-21T00:00:00,promo_51,11,11,1.0
2021-05-21T00:00:00,promo_52,5,5,1.0
2021-05-21T00:00:00,promo_53,10,10,1.0
2021-05-21T00:00:00,promo_54,8,8,1.0
2021-05-21T00:00:00,promo_55,11,11,1.0
2021-05-21T00:00:00,promo_56,9,9,1.0
2021-05-21T00:00:00,promo_57,6,6,1.0
2021-05-21T00:00:00,promo_58,6,6,1.0
2021-05-21T00:00:00,promo_59,9,9,1.0
2021-05-21T00:00:00,promo_6,9,9,1.0
2021-05-21T00:00:00,promo_60,6,6,1.0
2021-05-21T00:00:00,promo_61,5,5,1.0
2021-05-21T00:00:00,promo_63,14,14,1.0
2021-05-21T00:00:00,promo_64,13,13,1.0
2021-05-21T00:00:00,promo_65,10,10,1.0
2021-05-21T00:00:00,promo_66,9,9,1.0
2021-05-21T00:00:00,promo_67,5,5,1.0
2021-05-21T00:00:00,promo_68,14,14,1.0
2021-05-21T00:00:00,promo_69,1,1,1.0
2021-05-21T00:00:00,promo_7,4,4,1.0
2021-05-21T00:00:00,promo_70,3,3,1.0
2021-05-21T00:00:00,promo_71,17,17,1.0
2021-05-21T00:00:00,promo_72,8,8,1.0
2021-05-21T00:00:00,promo_73,14,14,1.0
2021-05-21T00:00:00,promo_74,16,16,1.0
2021-05-21T00:00:00,promo_75,12,12,1.0
2021-05-21T00:00:00,promo_76,6,6,1.0
2021-05-21T00:00:00,promo_77,6,6,1.0
2021-05-21T00:00:00,promo_78,17,17,1.0
2021-05-21T00:00:00,promo_8,5,5,1.0
2021-05-21T00:00:00,promo_80,13,13,1.0
2021-05-21T00:00:00,promo_81,11,11,1.0
2021-05-21T00:00:00,promo_82,9,9,1.0
2021-05-21T00:00:00,promo_83,14,14,1.0
2021-05-21T00:00:00,promo_84,6,6,1.0
2021-05-21T00:00:00,promo_85,12,12,1.0
2021-05-21T00:00:00,promo_87,11,11,1.0
2021-05-21T00:00:00,promo_88,14,14,1.0
2021-05-21T00:00:00,promo_9,4,4,1.0
2021-05-21T00:00:00,promo_90,16,16,1.0
2021-05-21T00:00:00,promo_91,22,22,1.0
2021-05-21T00:00:00,promo_92,18,18,1.0
2021-05-21T00:00:00,promo_93,5,5,1.0
2021-05-21T00:00:00,promo_94,16,16,1.0
2021-05-21T00:00:00,promo_95,11,11,1.0
2021-05-21T00:00:00,promo_96,10,10,1.0
2021-05-21T00:00:00,promo_97,8,8,1.0
2021-05-21T00:00:00,promo_98,16,16,1.0
2021-05-21T00:00:00,promo_99,6,6,1.0
2021-05-22T00:00:00,promo_0,13,13,1.0
2021-05-22T00:00:00,promo_1,6,6,1.0
2021-05-22T00:00:00,promo_10,10,10,1.0
2021-05-22T00:00:00,promo_11,15,15,1.0
2021-05-22T00:00:00,promo_12,16,16,1.0
2021-05-22T00:00:00,promo_13,5,5,1.0
2021-05-22T00:00:00,promo_14,12,12,1.0
2021-05-22T00:00:00,promo_15,10,10,1.0
2021-05-22T00:00:00,promo_16,9,9,1.0
2021-05-22T00:00:00,promo_17,9,9,1.0
2021-05-22T00:00:00,promo_18,14,14,1.0
2021-05-22T00:00:00,promo_19,2,2,1.0
2021-05-22T00:00:00,promo_2,5,5,1.0
2021-05-22T00:00:00,promo_20,12,12,1.0
2021-05-22T00:00:00,promo_21,8,8,1.0
2021-05-22T00:00:00,promo_22,14,14,1.0
2021-05-22T00:00:00,promo_23,4,4,1.0
2021-05-22T00:00:00,promo_24,9,9,1.0
2021-05-22T00:00:00,promo_25,5,5,1.0
2021-05-22T00:00:00,promo_26,1,1,1.0
2021-05-22T00:00:00,promo_27,12,12,1.0
2021-05-22T00:00:00,promo_28,26,26,1.0
2021-05-22T00:00:00,promo_29,5,5,1.0
2021-05-22T00:00:00,promo_3,9,9,1.0
2021-05-22T00:00:00,promo_30,14,14,1.0
2021-05-22T00:00:00,promo_31,9,9,1.0
2021-05-22T00:00:00,promo_32,3,3,1.0
2021-05-22T00:00:00,promo_33,11,11,1.0
2021-05-22T00:00:00,promo_34,7,7,1.0
2021-05-22T00:00:00,promo_35,10,10,1.0
2021-05-22T00:00:00,promo_36,8,8,1.0
2021-05-22T00:00:00,promo_37,4,4,1.0
2021-05-22T00:00:00,promo_38,16,16,1.0
2021-05-22T00:00:00,promo_39,15,15,1.0
2021-05-22T00:00:00,promo_4,8,8,1.0
2021-05-22T00:00:00,promo_40,12,12,1.0
2021-05-22T00:00:00,promo_41,19,19,1.0
2021-05-22T00:00:00,promo_42,8,8,1.0
2021-05-22T00:00:00,promo_43,15,15,1.0
2021-05-22T00:00:00,promo_44,14,14,1.0
2021-05-22T00:00:00,promo_45,10,10,1.0
2021-05-22T00:00:00,promo_46,17,17,1.0
2021-05-22T00:00:00,promo_47,8,8,1.0
2021-05-22T00:00:00,promo_48,13,13,1.0
2021-05-22T00:00:00,promo_49,7,7,1.0
2021-05-22T00:00:00,promo_5,2,2,1.0
2021-05-22T00:00:00,promo_50,9,9,1.0
2021-05-22T00:00:00,promo_51,8,8,1.0
2021-05-22T00:00:00,promo_52,6,6,1.0
2021-05-22T00:00:00,promo_53,14,14,1.0
2021-05-22T00:00:00,promo_54,14,14,1.0
2021-05-22T00:00:00,promo_55,19,19,1.0
2021-05-22T00:00:00,promo_56,11,11,1.0
2021-05-22T00:00:00,promo_57,8,8,1.0
2021-05-22T00:00:00,promo_58,7,7,1.0
2021-05-22T00:00:00,promo_59,18,18,1.0
2021-05-22T00:00:00,promo_6,7,7,1.0
2021-05-22T00:00:00,promo_60,8,8,1.0
2021-05-22T00:00:00,promo_61,5,5,1.0
2021-05-22T00:00:00,promo_63,7,7,1.0
2021-05-22T00:00:00,promo_64,12,12,1.0
2021-05-22T00:00:00,promo_65,16,16,1.0
2021-05-22T00:00:00,promo_66,11,11,1.0
2021-05-22T00:00:00,promo_67,14,14,1.0
2021-05-22T00:00:00,promo_68,15,15,1.0
2021-05-22T00:00:00,promo_69,9,9,1.0
2021-05-22T00:00:00,promo_7,4,4,1.0
2021-05-22T00:00:00,promo_70,1,1,1.0
2021-05-22T00:00:00,promo_71,17,17,1.0
2021-05-22T00:00:00,promo_72,6,6,1.0
2021-05-22T00:00:00,promo_73,14,14,1.0
2021-05-22T00:00:00,promo_74,4,4,1.0
2021-05-22T00:00:00,promo_75,14,14,1.0
2021-05-22T00:00:00,promo_76,15,15,1.0
2021-05-22T00:00:00,promo_77,7,7,1.0
2021-05-22T00:00:00,promo_78,12,12,1.0
2021-05-22T00:00:00,promo_79,5,5,1.0
2021-05-22T00:00:00,promo_8,8,8,1.0
2021-05-22T00:00:00,promo_80,19,19,1.0
2021-05-22T00:00:00,promo_81,7,7,1.0
2021-05-22T00:00:00,promo_82,13,13,1.0
2021-05-22T00:00:00,promo_83,15,15,1.0
2021-05-22T00:00:00,promo_84,14,14,1.0
2021-05-22T00:00:00,promo_85,16,16,1.0
2021-05-22T00:00:00,promo_86,2,2,1.0
2021-05-22T00:00:00,promo_87,8,8,1.0
2021-05-22T00:00:00,promo_88,20,20,1.0
2021-05-22T00:00:00,promo_9,5,5,1.0
2021-05-22T00:00:00,promo_90,14,14,1.0
2021-05-22T00:00:00,promo_91,14,14,1.0
2021-05-22T00:00:00,promo_92,11,11,1.0
2021-05-22T00:00:00,promo_93,3,3,1.0
2021-05-22T00:00:00,promo_94,16,16,1.0
2021-05-22T00:00:00,promo_95,8,8,1.0
2021-05-22T00:00:00,promo_96,15,15,1.0
2021-05-22T00:00:00,promo_97,5,5,1.0
2021-05-22T00:00:00,promo_98,17,17,1.0
2021-05-22T00:00:00,promo_99,5,5,1.0
2021-05-23T00:00:00,promo_0,7,7,1.0
2021-05-23T00:00:00,promo_1,13,13,1.0
2021-05-23T00:00:00,promo_10,5,5,1.0
2021-05-23T00:00:00,promo_11,11,11,1.0
2021-05-23T00:00:00,promo_12,7,7,1.0
2021-05-23T00:00:00,promo_13,6,6,1.0
2021-05-23T00:00:00,promo_14,8,8,1.0
2021-05-23T00:00:00,promo_15,20,20,1.0
2021-05-23T00:00:00,promo_16,10,10,1.0
2021-05-23T00:00:00,promo_17,5,5,1.0
2021-05-23T00:00:00,promo_18,8,8,1.0
2021-05-23T00:00:00,promo_19,5,5,1.0
2021-05-23T00:00:00,promo_2,8,8,1.0
2021-05-23T00:00:00,promo_20,12,12,1.0
2021-05-23T00:00:00,promo_21,7,7,1.0
2021-05-23T00:00:00,promo_22,12,12,1.0
2021-05-23T00:00:00,promo_23,4,4,1.0
2021-05-23T00:00:00,promo_24,12,12,1.0
2021-05-23T00:00:00,promo_25,9,9,1.0
2021-05-23T00:00:00,promo_26,3,3,1.0
2021-05-23T00:00:00,promo_27,14,14,1.0
2021-05-23T00:00:00,promo_28,20,20,1.0
2021-05-23T00:00:00,promo_29,6,6,1.0
2021-05-23T00:00:00,promo_3,14,14,1.0
2021-05-23T00:00:00,promo_30,16,16,1.0
2021-05-23T00:00:00,promo_31,13,13,1.0
2021-05-23T00:00:00,promo_32,10,10,1.0
2021-05-23T00:00:00,promo_33,9,9,1.0
2021-05-23T00:00:00,promo_34,3,3,1.0
2021-05-23T00:00:00,promo_35,8,8,1.0
2021-05-23T00:00:00,promo_36,11,11,1.0
2021-05-23T00:00:00,promo_37,11,11,1.0
2021-05-23T00:00:00,promo_38,15,15,1.0
2021-05-23T00:00:00,promo_39,11,11,1.0
2021-05-23T00:00:00,promo_4,7,7,1.0
2021-05-23T00:00:00,promo_40,7,7,1.0
2021-05-23T00:00:00,promo_41,16,16,1.0
2021-05-23T00:00:00,promo_42,8,8,1.0
2021-05-23T00:00:00,promo_43,7,7,1.0
2021-05-23T00:00:00,promo_44,10,10,1.0
2021-05-23T00:00:00,promo_45,8,8,1.0
2021-05-23T00:00:00,promo_46,15,15,1.0
2021-05-23T00:00:00,promo_47,4,4,1.0
2021-05-23T00:00:00,promo_48,10,10,1.0
2021-05-23T00:00:00,promo_49,9,9,1.0
2021-05-23T00:00:00,promo_5,7,7,1.0
2021-05-23T00:00:00,promo_50,14,14,1.0
2021-05-23T00:00:00,promo_51,14,14,1.0
2021-05-23T00:00:00,promo_52,13,13,1.0
2021-05-23T00:00:00,promo_53,11,11,1.0
2021-05-23T00:00:00,promo_54,10,10,1.0
2021-05-23T00:00:00,promo_55,14,14,1.0
2021-05-23T00:00:00,promo_56,10,10,1.0
2021-05-23T00:00:00,promo_57,7,7,1.0
2021-05-23T00:00:00,promo_58,5,5,1.0
2021-05-23T00:00:00,promo_59,14,14,1.0
2021-05-23T00:00:00,promo_6,13,13,1.0
2021-05-23T00:00:00,promo_60,8,8,1.0
2021-05-23T00:00:00,promo_61,6,6,1.0
2021-05-23T00:00:00,promo_63,6,6,1.0
2021-05-23T00:00:00,promo_64,9,9,1.0
2021-05-23T00:00:00,promo_65,24,24,1.0
2021-05-23T00:00:00,promo_66,12,12,1.0
2021-05-23T00:00:00,promo_67,10,10,1.0
2021-05-23T00:00:00,promo_68,16,16,1.0
2021-05-23T00:00:00,promo_69,4,4,1.0
2021-05-23T00:00:00,promo_7,3,3,1.0
2021-05-23T00:00:00,promo_70,6,6,1.0
2021-05-23T00:00:00,promo_71,21,21,1.0
2021-05-23T00:00:00,promo_72,14,14,1.0
2021-05-23T00:00:00,promo_73,16,16,1.0
2021-05-23T00:00:00,promo_74,12,12,1.0
2021-05-23T00:00:00,promo_75,7,7,1.0
2021-05-23T00:00:00,promo_76,22,22,1.0
2021-05-23T00:00:00,promo_77,5,5,1.0
2021-05-23T00:00:00,promo_78,16,16,1.0
2021-05-23T00:00:00,promo_79,5,5,1.0
2021-05-23T00:00:00,promo_8,8,8,1.0
2021-05-23T00:00:00,promo_80,8,8,1.0
2021-05-23T00:00:00,promo_81,11,11,1.0
2021-05-23T00:00:00,promo_82,12,12,1.0
2021-05-23T00:00:00,promo_83,14,14,1.0
2021-05-23T00:00:00,promo_84,13,13,1.0
2021-05-23T00:00:00,promo_85,18,18,1.0
2021-05-23T00:00:00,promo_86,5,5,1.0
2021-05-23T00:00:00,promo_87,2,2,1.0
2021-05-23T00:00:00,promo_88,10,10,1.0
2021-05-23T00:00:00,promo_9,6,6,1.0
2021-05-23T00:00:00,promo_90,14,14,1.0
2021-05-23T00:00:00,promo_91,12,12,1.0
2021-05-23T00:00:00,promo_92,10,10,1.0
2021-05-23T00:00:00,promo_93,3,3,1.0
2021-05-23T00:00:00,promo_94,15,15,1.0
2021-05-23T00:00:00,promo_95,10,10,1.0
2021-05-23T00:00:00,promo_96,13,13,1.0
2021-05-23T00:00:00,promo_97,6,6,1.0
2021-05-23T00:00:00,promo_98,24,24,1.0
2021-05-23T00:00:00,promo_99,2,2,1.0
2021-05-24T00:00:00,promo_0,10,10,1.0
2021-05-24T00:00:00,promo_1,7,7,1.0
2021-05-24T00:00:00,promo_10,9,9,1.0
2021-05-24T00:00:00,promo_11,15,15,1.0
2021-05-24T00:00:00,promo_12,14,14,1.0
2021-05-24T00:00:00,promo_13,10,10,1.0
2021-05-24T00:00:00,promo_14,15,15,1.0
2021-05-24T00:00:00,promo_15,15,15,1.0
2021-05-24T00:00:00,promo_16,18,18,1.0
2021-05-24T00:00:00,promo_17,5,5,1.0
2021-05-24T00:00:00,promo_18,10,10,1.0
2021-05-24T00:00:00,promo_19,6,6,1.0
2021-05-24T00:00:00,promo_2,8,8,1.0
2021-05-24T00:00:00,promo_20,12,12,1.0
2021-05-24T00:00:00,promo_21,11,11,1.0
2021-05-24T00:00:00,promo_22,16,16,1.0
2021-05-24T00:00:00,promo_23,7,7,1.0
2021-05-24T00:00:00,promo_24,8,8,1.0
2021-05-24T00:00:00,promo_25,9,9,1.0
2021-05-24T00:00:00,promo_26,5,5,1.0
2021-05-24T00:00:00,promo_27,7,7,1.0
2021-05-24T00:00:00,promo_28,11,11,1.0
2021-05-24T00:00:00,promo_29,8,8,1.0
2021-05-24T00:00:00,promo_3,20,20,1.0
2021-05-24T00:00:00,promo_30,11,11,1.0
2021-05-24T00:00:00,promo_31,11,11,1.0
2021-05-24T00:00:00,promo_32,6,6,1.0
2021-05-24T00:00:00,promo_33,9,9,1.0
2021-05-24T00:00:00,promo_34,3,3,1.0
2021-05-24T00:00:00,promo_35,14,14,1.0
2021-05-24T00:00:00,promo_36,10,10,1.0
2021-05-24T00:00:00,promo_37,5,5,1.0
2021-05-24T00:00:00,promo_38,14,14,1.0
2021-05-24T00:00:00,promo_39,16,16,1.0
2021-05-24T00:00:00,promo_4,8,8,1.0
2021-05-24T00:00:00,promo_40,15,15,1.0
2021-05-24T00:00:00,promo_41,10,10,1.0
2021-05-24T00:00:00,promo_42,9,9,1.0
2021-05-24T00:00:00,promo_43,9,9,1.0
2021-05-24T00:00:00,promo_44,11,11,1.0
2021-05-24T00:00:00,promo_45,8,8,1.0
2021-05-24T00:00:00,promo_46,17,17,1.0
