daily,promotion_id,total_revenue
2021-05-20T00:00:00,promo_26,78.185
2021-05-20T00:00:00,promo_27,383.79
2021-05-20T00:00:00,promo_28,472.30000000000007
2021-05-20T00:00:00,promo_29,183.435
2021-05-20T00:00:00,promo_3,383.67500000000007
2021-05-20T00:00:00,promo_30,413.74000000000007
2021-05-20T00:00:00,promo_31,424.5
2021-05-20T00:00:00,promo_32,341.90500000000003
2021-05-20T00:00:00,promo_33,312.49
2021-05-20T00:00:00,promo_34,42.275000000000006
2021-05-20T00:00:00,promo_35,542.9350000000001
2021-05-20T00:00:00,promo_36,314.665
2021-05-20T00:00:00,promo_37,123.16
2021-05-20T00:00:00,promo_38,295.70500000000004
2021-05-20T00:00:00,promo_39,400.13
2021-05-20T00:00:00,promo_4,297.73499999999996
2021-05-20T00:00:00,promo_40,344.37
2021-05-20T00:00:00,promo_41,316.42999999999995
2021-05-20T00:00:00,promo_42,331.09000000000003
2021-05-20T00:00:00,promo_43,184.645
2021-05-20T00:00:00,promo_44,306.385
2021-05-20T00:00:00,promo_45,280.86
2021-05-20T00:00:00,promo_46,381.33
2021-05-20T00:00:00,promo_47,76.1
2021-05-20T00:00:00,promo_48,363.55000000000007
2021-05-20T00:00:00,promo_49,403.69999999999993
2021-05-20T00:00:00,promo_5,112.94
2021-05-20T00:00:00,promo_50,458.655
2021-05-20T00:00:00,promo_51,383.84499999999997
2021-05-20T00:00:00,promo_52,348.245
2021-05-20T00:00:00,promo_53,412.93999999999994
2021-05-20T00:00:00,promo_54,367.79999999999995
2021-05-20T00:00:00,promo_55,421.2899999999999
2021-05-20T00:00:00,promo_56,210.08499999999998
2021-05-20T00:00:00,promo_57,254.57500000000002
2021-05-20T00:00:00,promo_58,117.21
2021-05-20T00:00:00,promo_59,396.97999999999996
2021-05-20T00:00:00,promo_6,212.90500000000003
2021-05-20T00:00:00,promo_60,219.10999999999996
2021-05-20T00:00:00,promo_61,282.485
2021-05-20T00:00:00,promo_63,355.68500000000006
2021-05-20T00:00:00,promo_64,178.47500000000002
2021-05-20T00:00:00,promo_65,508.2800000000001
2021-05-20T00:00:00,promo_66,231.77500000000003
2021-05-20T00:00:00,promo_67,219.14000000000001
2021-05-20T00:00:00,promo_68,567.895
2021-05-20T00:00:00,promo_69,343.65000000000003
2021-05-20T00:00:00,promo_7,95.77000000000001
2021-05-20T00:00:00,promo_70,151.305
2021-05-20T00:00:00,promo_71,468.7699999999999
2021-05-20T00:00:00,promo_72,388.985
2021-05-20T00:00:00,promo_73,390.735
2021-05-20T00:00:00,promo_74,456.18500000000006
2021-05-20T00:00:00,promo_75,219.71
2021-05-20T00:00:00,promo_76,576.8650000000001
2021-05-20T00:00:00,promo_77,260.98499999999996
2021-05-20T00:00:00,promo_78,447.40500000000003
2021-05-20T00:00:00,promo_79,309.78499999999997
2021-05-20T00:00:00,promo_8,55.875
2021-05-20T00:00:00,promo_80,367.845
2021-05-20T00:00:00,promo_81,145.23999999999998
2021-05-20T00:00:00,promo_82,267.095
2021-05-20T00:00:00,promo_83,603.875
2021-05-20T00:00:00,promo_84,308.46999999999997
2021-05-20T00:00:00,promo_85,439.6499999999999
2021-05-20T00:00:00,promo_86,130.685
2021-05-20T00:00:00,promo_87,240.09999999999997
2021-05-20T00:00:00,promo_88,336.17
2021-05-20T00:00:00,promo_9,139.88
2021-05-20T00:00:00,promo_90,465.9750000000001
2021-05-20T00:00:00,promo_91,683.6950000000002
2021-05-20T00:00:00,promo_92,200.955
2021-05-20T00:00:00,promo_93,210.685
2021-05-20T00:00:00,promo_94,534.4799999999999
2021-05-20T00:00:00,promo_95,339.93500000000006
2021-05-20T00:00:00,promo_96,707.87
2021-05-20T00:00:00,promo_97,134.93
2021-05-20T00:00:00,promo_98,377.28999999999996
2021-05-20T00:00:00,promo_99,118.58000000000001
2021-05-21T00:00:00,promo_0,277.115
2021-05-21T00:00:00,promo_1,126.05000000000001
2021-05-21T00:00:00,promo_10,359.475
2021-05-21T00:00:00,promo_11,364.78499999999997
2021-05-21T00:00:00,promo_12,470.07
2021-05-21T00:00:00,promo_13,227.45999999999998
2021-05-21T00:00:00,promo_14,459.9150000000001
2021-05-21T00:00:00,promo_15,340.28000000000003
2021-05-21T00:00:00,promo_16,277.52
2021-05-21T00:00:00,promo_17,192.5
2021-05-21T00:00:00,promo_18,238.315
2021-05-21T00:00:00,promo_19,44.025000000000006
2021-05-21T00:00:00,promo_2,179.305
2021-05-21T00:00:00,promo_20,370.19
2021-05-21T00:00:00,promo_21,249.01
2021-05-21T00:00:00,promo_22,473.32500000000005
2021-05-21T00:00:00,promo_23,214.97500000000002
2021-05-21T00:00:00,promo_24,435.79499999999996
2021-05-21T00:00:00,promo_25,291.985
2021-05-21T00:00:00,promo_26,143.35000000000002
2021-05-21T00:00:00,promo_27,297.29499999999996
2021-05-21T00:00:00,promo_28,265.495
2021-05-21T00:00:00,promo_29,99.735
2021-05-21T00:00:00,promo_3,506.745
2021-05-21T00:00:00,promo_30,474.9
2021-05-21T00:00:00,promo_31,406.16499999999996
2021-05-21T00:00:00,promo_32,120.445
2021-05-21T00:00:00,promo_33,347.2
2021-05-21T00:00:00,promo_34,123.36
2021-05-21T00:00:00,promo_35,211.50499999999997
2021-05-21T00:00:00,promo_36,454.39
2021-05-21T00:00:00,promo_37,174.825
2021-05-21T00:00:00,promo_38,437.06499999999994
2021-05-21T00:00:00,promo_39,334.53
2021-05-21T00:00:00,promo_4,399.765
2021-05-21T00:00:00,promo_40,381.3599999999999
2021-05-21T00:00:00,promo_41,197.01500000000001
2021-05-21T00:00:00,promo_42,212.295
2021-05-21T00:00:00,promo_43,342.99
2021-05-21T00:00:00,promo_44,209.38500000000002
2021-05-21T00:00:00,promo_45,381.78999999999996
2021-05-21T00:00:00,promo_46,467.995
2021-05-21T00:00:00,promo_47,13.555
2021-05-21T00:00:00,promo_48,298.81
2021-05-21T00:00:00,promo_49,330.90999999999997
2021-05-21T00:00:00,promo_5,159.19
2021-05-21T00:00:00,promo_50,211.755
2021-05-21T00:00:00,promo_51,303.22999999999996
2021-05-21T00:00:00,promo_52,154.51000000000002
2021-05-21T00:00:00,promo_53,334.575
2021-05-21T00:00:00,promo_54,222.155
2021-05-21T00:00:00,promo_55,378.365
2021-05-21T00:00:00,promo_56,288.835
2021-05-21T00:00:00,promo_57,159.09
2021-05-21T00:00:00,promo_58,174.745
2021-05-21T00:00:00,promo_59,288.315
2021-05-21T00:00:00,promo_6,263.04999999999995
2021-05-21T00:00:00,promo_60,172.885
2021-05-21T00:00:00,promo_61,82.775
2021-05-21T00:00:00,promo_63,496.72999999999996
2021-05-21T00:00:00,promo_64,394.35
2021-05-21T00:00:00,promo_65,300.07
2021-05-21T00:00:00,promo_66,274.64000000000004
2021-05-21T00:00:00,promo_67,138.465
2021-05-21T00:00:00,promo_68,343.185
2021-05-21T00:00:00,promo_69,44.955
2021-05-21T00:00:00,promo_7,129.59
2021-05-21T00:00:00,promo_70,72.065
2021-05-21T00:00:00,promo_71,553.425
2021-05-21T00:00:00,promo_72,235.735
2021-05-21T00:00:00,promo_73,385.38
2021-05-21T00:00:00,promo_74,497.35499999999996
2021-05-21T00:00:00,promo_75,357.31000000000006
2021-05-21T00:00:00,promo_76,156.825
2021-05-21T00:00:00,promo_77,230.60500000000002
2021-05-21T00:00:00,promo_78,586.0899999999999
2021-05-21T00:00:00,promo_8,124.365
2021-05-21T00:00:00,promo_80,377.23
2021-05-21T00:00:00,promo_81,352.115
2021-05-21T00:00:00,promo_82,236.965
2021-05-21T00:00:00,promo_83,453.28999999999996
2021-05-21T00:00:00,promo_84,212.895
2021-05-21T00:00:00,promo_85,348.03
2021-05-21T00:00:00,promo_87,420.83000000000004
2021-05-21T00:00:00,promo_88,433.52500000000015
2021-05-21T00:00:00,promo_9,99.735
2021-05-21T00:00:00,promo_90,592.13
2021-05-21T00:00:00,promo_91,670.355
2021-05-21T00:00:00,promo_92,544.515
2021-05-21T00:00:00,promo_93,120.525
2021-05-21T00:00:00,promo_94,418.4599999999999
2021-05-21T00:00:00,promo_95,308.36499999999995
2021-05-21T00:00:00,promo_96,305.84999999999997
2021-05-21T00:00:00,promo_97,247.285
2021-05-21T00:00:00,promo_98,547.3199999999999
2021-05-21T00:00:00,promo_99,181.07
2021-05-22T00:00:00,promo_0,435.58
2021-05-22T00:00:00,promo_1,152.59500000000003
2021-05-22T00:00:00,promo_10,306.54999999999995
2021-05-22T00:00:00,promo_11,488.67999999999995
2021-05-22T00:00:00,promo_12,548.865
2021-05-22T00:00:00,promo_13,165.95499999999998
2021-05-22T00:00:00,promo_14,364.8
2021-05-22T00:00:00,promo_15,316.26000000000005
2021-05-22T00:00:00,promo_16,232.52000000000004
2021-05-22T00:00:00,promo_17,209.46999999999997
2021-05-22T00:00:00,promo_18,408.2249999999999
2021-05-22T00:00:00,promo_19,21.955
2021-05-22T00:00:00,promo_2,169.04
2021-05-22T00:00:00,promo_20,438.245
2021-05-22T00:00:00,promo_21,202.395
2021-05-22T00:00:00,promo_22,401.525
2021-05-22T00:00:00,promo_23,133.4
2021-05-22T00:00:00,promo_24,244.615
2021-05-22T00:00:00,promo_25,242.07999999999998
2021-05-22T00:00:00,promo_26,52.08
2021-05-22T00:00:00,promo_27,342.92999999999995
2021-05-22T00:00:00,promo_28,671.6699999999998
2021-05-22T00:00:00,promo_29,112.03500000000001
2021-05-22T00:00:00,promo_3,317.6
2021-05-22T00:00:00,promo_30,398.9750000000001
2021-05-22T00:00:00,promo_31,336.095
2021-05-22T00:00:00,promo_32,75.39500000000001
2021-05-22T00:00:00,promo_33,334.06999999999994
2021-05-22T00:00:00,promo_34,198.20500000000004
2021-05-22T00:00:00,promo_35,320.915
2021-05-22T00:00:00,promo_36,210.295
2021-05-22T00:00:00,promo_37,113.68
2021-05-22T00:00:00,promo_38,490.81499999999994
2021-05-22T00:00:00,promo_39,430.66999999999996
2021-05-22T00:00:00,promo_4,253.54500000000002
2021-05-22T00:00:00,promo_40,248.68
2021-05-22T00:00:00,promo_41,518.03
2021-05-22T00:00:00,promo_42,255.10500000000002
2021-05-22T00:00:00,promo_43,532.105
2021-05-22T00:00:00,promo_44,312.00500000000005
2021-05-22T00:00:00,promo_45,258.47
2021-05-22T00:00:00,promo_46,555.995
2021-05-22T00:00:00,promo_47,224.995
2021-05-22T00:00:00,promo_48,411.16
2021-05-22T00:00:00,promo_49,182.64499999999998
2021-05-22T00:00:00,promo_5,47.58500000000001
2021-05-22T00:00:00,promo_50,256.58000000000004
2021-05-22T00:00:00,promo_51,224.75
2021-05-22T00:00:00,promo_52,154.76999999999998
2021-05-22T00:00:00,promo_53,370.58
2021-05-22T00:00:00,promo_54,332.96
2021-05-22T00:00:00,promo_55,496.92500000000007
2021-05-22T00:00:00,promo_56,310.025
2021-05-22T00:00:00,promo_57,238.645
2021-05-22T00:00:00,promo_58,191.81499999999997
2021-05-22T00:00:00,promo_59,517.6
2021-05-22T00:00:00,promo_6,225.29999999999995
2021-05-22T00:00:00,promo_60,217.6
2021-05-22T00:00:00,promo_61,138.845
2021-05-22T00:00:00,promo_63,174.395
2021-05-22T00:00:00,promo_64,359.0400000000001
2021-05-22T00:00:00,promo_65,384.345
2021-05-22T00:00:00,promo_66,339.94500000000005
2021-05-22T00:00:00,promo_67,339.13999999999993
2021-05-22T00:00:00,promo_68,466.92
2021-05-22T00:00:00,promo_69,222.92
2021-05-22T00:00:00,promo_7,130.585
2021-05-22T00:00:00,promo_70,19.11
2021-05-22T00:00:00,promo_71,467.3800000000001
2021-05-22T00:00:00,promo_72,151.92499999999998
2021-05-22T00:00:00,promo_73,401.34
2021-05-22T00:00:00,promo_74,123.21
2021-05-22T00:00:00,promo_75,411.645
2021-05-22T00:00:00,promo_76,432.04999999999995
2021-05-22T00:00:00,promo_77,304.465
2021-05-22T00:00:00,promo_78,367.0450000000001
2021-05-22T00:00:00,promo_79,141.31
2021-05-22T00:00:00,promo_8,254.185
2021-05-22T00:00:00,promo_80,523.67
2021-05-22T00:00:00,promo_81,169.615
2021-05-22T00:00:00,promo_82,425.725
2021-05-22T00:00:00,promo_83,426.01
2021-05-22T00:00:00,promo_84,481.21999999999997
2021-05-22T00:00:00,promo_85,465.6000000000001
2021-05-22T00:00:00,promo_86,71.555
2021-05-22T00:00:00,promo_87,272.985
2021-05-22T00:00:00,promo_88,639.2249999999999
2021-05-22T00:00:00,promo_9,136.82500000000002
2021-05-22T00:00:00,promo_90,387.52500000000003
2021-05-22T00:00:00,promo_91,398.76499999999993
2021-05-22T00:00:00,promo_92,405.36
2021-05-22T00:00:00,promo_93,100.82
2021-05-22T00:00:00,promo_94,528.9
2021-05-22T00:00:00,promo_95,208.835
2021-05-22T00:00:00,promo_96,390.61
2021-05-22T00:00:00,promo_97,134.915
2021-05-22T00:00:00,promo_98,471.9649999999999
2021-05-22T00:00:00,promo_99,212.975
2021-05-23T00:00:00,promo_0,204.11999999999998
2021-05-23T00:00:00,promo_1,351.4650000000001
2021-05-23T00:00:00,promo_10,157.76999999999998
2021-05-23T00:00:00,promo_11,244.48
2021-05-23T00:00:00,promo_12,189.20000000000002
2021-05-23T00:00:00,promo_13,178.95
2021-05-23T00:00:00,promo_14,221.485
2021-05-23T00:00:00,promo_15,643.7850000000001
2021-05-23T00:00:00,promo_16,296.085
2021-05-23T00:00:00,promo_17,200.83999999999997
2021-05-23T00:00:00,promo_18,286.495
2021-05-23T00:00:00,promo_19,136.90500000000003
2021-05-23T00:00:00,promo_2,224.42000000000002
2021-05-23T00:00:00,promo_20,264.44499999999994
2021-05-23T00:00:00,promo_21,251.36999999999998
2021-05-23T00:00:00,promo_22,332.8
2021-05-23T00:00:00,promo_23,117.76
2021-05-23T00:00:00,promo_24,302.38
2021-05-23T00:00:00,promo_25,295.42999999999995
2021-05-23T00:00:00,promo_26,95.0
2021-05-23T00:00:00,promo_27,440.335
2021-05-23T00:00:00,promo_28,706.96
2021-05-23T00:00:00,promo_29,176.735
2021-05-23T00:00:00,promo_3,355.09
2021-05-23T00:00:00,promo_30,470.4199999999999
2021-05-23T00:00:00,promo_31,344.855
2021-05-23T00:00:00,promo_32,289.03000000000003
2021-05-23T00:00:00,promo_33,264.59000000000003
2021-05-23T00:00:00,promo_34,153.79
2021-05-23T00:00:00,promo_35,228.015
2021-05-23T00:00:00,promo_36,334.975
2021-05-23T00:00:00,promo_37,283.615
2021-05-23T00:00:00,promo_38,520.93
2021-05-23T00:00:00,promo_39,318.61999999999995
2021-05-23T00:00:00,promo_4,302.13000000000005
2021-05-23T00:00:00,promo_40,186.56500000000003
2021-05-23T00:00:00,promo_41,523.1999999999999
2021-05-23T00:00:00,promo_42,224.83
2021-05-23T00:00:00,promo_43,200.925
2021-05-23T00:00:00,promo_44,281.405
2021-05-23T00:00:00,promo_45,237.93
2021-05-23T00:00:00,promo_46,461.0
2021-05-23T00:00:00,promo_47,101.07499999999999
2021-05-23T00:00:00,promo_48,278.56499999999994
2021-05-23T00:00:00,promo_49,250.95999999999998
2021-05-23T00:00:00,promo_5,248.51500000000001
2021-05-23T00:00:00,promo_50,444.155
2021-05-23T00:00:00,promo_51,463.09000000000003
2021-05-23T00:00:00,promo_52,447.20500000000004
2021-05-23T00:00:00,promo_53,392.57
2021-05-23T00:00:00,promo_54,226.05499999999998
2021-05-23T00:00:00,promo_55,449.31500000000005
2021-05-23T00:00:00,promo_56,297.54
2021-05-23T00:00:00,promo_57,206.45499999999998
2021-05-23T00:00:00,promo_58,172.22500000000002
2021-05-23T00:00:00,promo_59,449.49999999999994
2021-05-23T00:00:00,promo_6,406.78499999999997
2021-05-23T00:00:00,promo_60,231.125
2021-05-23T00:00:00,promo_61,228.90000000000003
2021-05-23T00:00:00,promo_63,208.415
2021-05-23T00:00:00,promo_64,249.10999999999999
2021-05-23T00:00:00,promo_65,761.88
2021-05-23T00:00:00,promo_66,404.43500000000006
2021-05-23T00:00:00,promo_67,254.51
2021-05-23T00:00:00,promo_68,507.43
2021-05-23T00:00:00,promo_69,126.97
2021-05-23T00:00:00,promo_7,103.08
2021-05-23T00:00:00,promo_70,167.335
2021-05-23T00:00:00,promo_71,600.965
2021-05-23T00:00:00,promo_72,368.85499999999996
2021-05-23T00:00:00,promo_73,470.32
2021-05-23T00:00:00,promo_74,411.66499999999996
2021-05-23T00:00:00,promo_75,259.255
2021-05-23T00:00:00,promo_76,691.48
2021-05-23T00:00:00,promo_77,120.945
2021-05-23T00:00:00,promo_78,446.75
2021-05-23T00:00:00,promo_79,112.31000000000002
2021-05-23T00:00:00,promo_8,263.535
2021-05-23T00:00:00,promo_80,287.075
2021-05-23T00:00:00,promo_81,403.42999999999995
2021-05-23T00:00:00,promo_82,375.49500000000006
2021-05-23T00:00:00,promo_83,388.7
2021-05-23T00:00:00,promo_84,350.47999999999996
2021-05-23T00:00:00,promo_85,656.25
2021-05-23T00:00:00,promo_86,165.715
2021-05-23T00:00:00,promo_87,31.29
2021-05-23T00:00:00,promo_88,274.095
2021-05-23T00:00:00,promo_9,179.09500000000003
2021-05-23T00:00:00,promo_90,413.49499999999995
2021-05-23T00:00:00,promo_91,334.27000000000004
2021-05-23T00:00:00,promo_92,356.975
2021-05-23T00:00:00,promo_93,56.335
2021-05-23T00:00:00,promo_94,469.57500000000005
2021-05-23T00:00:00,promo_95,320.06
2021-05-23T00:00:00,promo_96,395.07
2021-05-23T00:00:00,promo_97,154.22500000000002
2021-05-23T00:00:00,promo_98,596.37
2021-05-23T00:00:00,promo_99,75.88
2021-05-24T00:00:00,promo_0,287.435
2021-05-24T00:00:00,promo_1,253.52499999999998
2021-05-24T00:00:00,promo_10,250.995
2021-05-24T00:00:00,promo_11,409.5300000000001
2021-05-24T00:00:00,promo_12,532.295
2021-05-24T00:00:00,promo_13,270.3
2021-05-24T00:00:00,promo_14,456.715
2021-05-24T00:00:00,promo_15,516.8050000000001
2021-05-24T00:00:00,promo_16,580.8100000000001
2021-05-24T00:00:00,promo_17,154.82999999999998
2021-05-24T00:00:00,promo_18,233.315
2021-05-24T00:00:00,promo_19,181.81
2021-05-24T00:00:00,promo_2,285.99
2021-05-24T00:00:00,promo_20,321.95000000000005
2021-05-24T00:00:00,promo_21,401.79
2021-05-24T00:00:00,promo_22,478.26000000000005
2021-05-24T00:00:00,promo_23,180.725
2021-05-24T00:00:00,promo_24,259.4
2021-05-24T00:00:00,promo_25,253.5
2021-05-24T00:00:00,promo_26,201.7
2021-05-24T00:00:00,promo_27,212.67999999999998
2021-05-24T00:00:00,promo_28,357.765
2021-05-24T00:00:00,promo_29,284.59000000000003
2021-05-24T00:00:00,promo_3,609.4949999999999
2021-05-24T00:00:00,promo_30,386.74
2021-05-24T00:00:00,promo_31,402.07500000000005
2021-05-24T00:00:00,promo_32,205.245
2021-05-24T00:00:00,promo_33,244.45999999999998
2021-05-24T00:00:00,promo_34,76.475
2021-05-24T00:00:00,promo_35,399.135
2021-05-24T00:00:00,promo_36,367.605
2021-05-24T00:00:00,promo_37,151.57500000000002
2021-05-24T00:00:00,promo_38,376.32
2021-05-24T00:00:00,promo_39,481.895
2021-05-24T00:00:00,promo_4,272.37
2021-05-24T00:00:00,promo_40,529.345
2021-05-24T00:00:00,promo_41,387.72
2021-05-24T00:00:00,promo_42,197.07000000000002
2021-05-24T00:00:00,promo_43,289.92999999999995
2021-05-24T00:00:00,promo_44,421.99
2021-05-24T00:00:00,promo_45,296.46999999999997
2021-05-24T00:00:00,promo_46,619.1650000000001
2021-05-24T00:00:00,promo_47,99.425
2021-05-24T00:00:00,promo_48,28.795
2021-05-24T00:00:00,promo_49,152.845
2021-05-24T00:00:00,promo_5,167.33999999999997
2021-05-24T00:00:00,promo_50,169.615
2021-05-24T00:00:00,promo_51,223.10499999999996
2021-05-24T00:00:00,promo_52,101.03999999999999
2021-05-24T00:00:00,promo_53,458.85499999999996
2021-05-24T00:00:00,promo_54,470.45500000000004
2021-05-24T00:00:00,promo_55,536.1949999999999
2021-05-24T00:00:00,promo_56,268.83
2021-05-24T00:00:00,promo_57,191.955
2021-05-24T00:00:00,promo_58,134.885
2021-05-24T00:00:00,promo_59,177.5
2021-05-24T00:00:00,promo_6,279.86
2021-05-24T00:00:00,promo_60,457.24499999999995
2021-05-24T00:00:00,promo_61,326.405
2021-05-24T00:00:00,promo_63,312.325
2021-05-24T00:00:00,promo_64,470.52000000000004
2021-05-24T00:00:00,promo_65,625.3749999999999
2021-05-24T00:00:00,promo_66,225.72
2021-05-24T00:00:00,promo_67,240.155
2021-05-24T00:00:00,promo_68,598.27
2021-05-24T00:00:00,promo_69,221.50500000000002
2021-05-24T00:00:00,promo_7,112.20500000000001
2021-05-24T00:00:00,promo_70,139.495
2021-05-24T00:00:00,promo_71,487.855
2021-05-24T00:00:00,promo_72,379.81
2021-05-24T00:00:00,promo_73,428.98
2021-05-24T00:00:00,promo_74,365.3449999999999
2021-05-24T00:00:00,promo_75,167.03499999999997
2021-05-24T00:00:00,promo_76,550.615
2021-05-24T00:00:00,promo_77,307.78
2021-05-24T00:00:00,promo_78,348.715
2021-05-24T00:00:00,promo_79,92.675
2021-05-24T00:00:00,promo_8,102.69000000000001
2021-05-24T00:00:00,promo_80,226.33
2021-05-24T00:00:00,promo_81,184.78
2021-05-24T00:00:00,promo_82,171.535
2021-05-24T00:00:00,promo_83,814.705
2021-05-24T00:00:00,promo_84,142.36
2021-05-24T00:00:00,promo_85,441.07500000000005
2021-05-24T00:00:00,promo_86,214.015
2021-05-24T00:00:00,promo_87,111.93
2021-05-24T00:00:00,promo_88,290.635
2021-05-24T00:00:00,promo_9,145.705
2021-05-24T00:00:00,promo_90,254.68
2021-05-24T00:00:00,promo_91,459.3349999999999
2021-05-24T00:00:00,promo_92,473.53499999999997
2021-05-24T00:00:00,promo_93,188.43
2021-05-24T00:00:00,promo_94,453.19
2021-05-24T00:00:00,promo_95,144.24
2021-05-24T00:00:00,promo_96,390.595
2021-05-24T00:00:00,promo_97,119.36000000000001
