client,latitude,longitude,prepare
u_428286,40.9977377,29.0387159,1.2333333333333334
u_895631,40.9977377,29.0387159,1.7333333333333334
u_u_1611846,40.9840486,29.0232468,0.06666666666666667
u_u_1232471,40.9992144,29.0338165,2.4583333333333335
u_286224,40.987568,29.0605601,0.2
u_u_1012748,41.0032897,29.04264,2.8583333333333334
u_u_1503391,40.9655559,29.0710524,6.383333333333334
u_u_1588094,41.008304,29.0400169,0.8666666666666667
u_707351,41.0032897,29.04264,6.133333333333334
u_u_1471876,41.0071856,29.0402062,2.1
u_u_1875211,40.987573,29.0583161,6.216666666666667
u_u_1954681,40.9842535,29.0431925,2.7666666666666666
u_722549,40.9842535,29.0431925,0.9
u_95976,40.981275,29.0397299,3.75
u_254602,41.0029712,29.0442676,5.4
u_21581,40.9864484,29.07219,4.883333333333334
u_u_1058817,41.0029712,29.0442676,1.1166666666666667
u_u_1007867,41.0029712,29.0442676,4.066666666666666
u_u_1274466,40.9923708,29.0276226,2.5833333333333335
u_u_1640471,40.9841584,29.0584083,3.033333333333333
u_281456,40.9842535,29.0431925,3.1333333333333333
u_828323,41.0053654,29.0427317,0.06666666666666667
u_840052,40.9923708,29.0276226,4.716666666666667
u_118688,40.9848937,29.0221986,3.6
u_u_1588187,40.9985018,29.0377396,3.316666666666667
u_u_1037449,40.9862579,29.0254396,5.0
u_511409,40.9874691,29.0270888,0.4
u_476821,41.0053654,29.0427317,2.716666666666667
u_u_1178141,40.9839057,29.0276192,7.616666666666666
u_u_1296042,41.0053654,29.0427317,2.9166666666666665
u_377176,41.0086187,29.0406752,6.05
u_u_1502085,41.0071856,29.0402062,2.9166666666666665
u_u_1288097,40.9864484,29.07219,2.016666666666667
u_u_1381345,40.9932725,29.0287855,0.7
u_u_1608248,40.9848937,29.0221986,5.466666666666667
u_u_1746108,41.0053654,29.0427317,5.733333333333333
u_972481,40.9882874,29.0319396,3.0833333333333335
u_87304,40.9930382,29.0306892,1.2833333333333334
u_u_1661942,41.0027508,29.0406145,3.3333333333333335
u_u_1780497,40.9872918,29.0705068,2.4
u_515609,40.9864484,29.07219,4.883333333333334
u_774420,40.9907325,29.0295795,0.4666666666666667
u_u_1417962,40.9864484,29.07219,3.9166666666666665
u_u_1045840,40.9846415,29.0696609,5.9
u_735020,40.9652435,29.0572266,3.966666666666667
u_489760,40.9846415,29.0696609,2.0833333333333335
u_u_1618879,40.9654952,29.069517,4.25
u_u_1543814,40.9842535,29.0431925,2.0833333333333335
u_840150,40.9841584,29.0584083,2.2666666666666666
u_365347,40.9864484,29.07219,3.216666666666667
u_u_1519466,40.9864484,29.07219,0.9333333333333333
u_u_1398003,41.0053654,29.0427317,2.941666666666667
u_228121,40.9923708,29.0276226,1.6833333333333333
u_u_1373581,41.0053654,29.0427317,1.3833333333333333
u_u_1887344,40.9932725,29.0287855,2.2333333333333334
u_596842,41.0052838,29.044233,5.116666666666666
u_u_1035497,40.9842535,29.0431925,1.4333333333333333
u_987458,40.987568,29.0605601,1.25
u_557405,40.9867569,29.059069,1.7333333333333334
u_u_1164354,40.9846415,29.0696609,4.55
u_u_1537754,40.9864484,29.07219,0.15
u_u_1703316,41.0071856,29.0402062,3.3333333333333335
u_u_1569658,40.9864484,29.07219,1.9166666666666667
u_u_1452874,41.0071856,29.0402062,0.35000000000000003
u_162002,40.9853634,29.0376462,2.541666666666667
u_695225,41.0032897,29.04264,5.966666666666667
u_u_1924139,40.9867569,29.059069,8.083333333333334
u_u_1530205,41.0071856,29.0402062,1.65
u_u_1455013,40.987568,29.0605601,3.183333333333333
u_295762,40.9886221,29.0267308,0.8666666666666667
u_u_1088579,40.9864484,29.07219,3.0166666666666666
u_267484,41.0032897,29.04264,6.833333333333333
u_704183,41.0029712,29.0442676,3.966666666666667
u_777838,41.0053654,29.0427317,4.4
u_740786,41.0071856,29.0402062,2.85
u_109985,41.0053654,29.0427317,2.0166666666666666
u_1231,40.9954803,29.0349695,1.9833333333333334
u_998784,41.0053654,29.0427317,2.8
u_114985,40.9834503,29.0400335,0.016666666666666666
u_u_1895860,40.9977377,29.0387159,0.8833333333333333
u_u_1266988,41.0053654,29.0427317,0.31666666666666665
u_51221,40.9848937,29.0221986,3.4166666666666665
u_524257,40.9875801,29.0285248,5.95
u_u_1985093,40.9842535,29.0431925,2.6166666666666667
u_u_1390642,41.0029712,29.0442676,4.35
u_131406,40.9916207,29.0319878,7.45
u_u_1293074,41.0053654,29.0427317,6.783333333333333
u_u_1297423,41.0071856,29.0402062,1.3
u_741770,41.0029712,29.0442676,2.2
u_u_1931170,41.0053654,29.0427317,2.6
u_95604,41.0029712,29.0442676,0.8333333333333334
u_u_1906665,40.9930382,29.0306892,5.033333333333333
u_583439,40.9834503,29.0400335,0.2833333333333333
u_861442,40.9816288,29.0413568,0.5333333333333333
u_u_1456928,41.0029712,29.0442676,0.36666666666666664
u_u_1867764,41.0053654,29.0427317,2.4583333333333335
u_3552,40.9882874,29.0319396,3.6333333333333333
u_u_1359547,40.9916207,29.0319878,3.05
u_164085,40.9654952,29.069517,2.0166666666666666
u_95218,40.9916207,29.0319878,5.5
u_387815,41.0071856,29.0402062,0.18333333333333332
u_697545,41.0029712,29.0442676,2.85
u_873765,40.9842535,29.0431925,2.1166666666666667
u_u_1170206,41.0029712,29.0442676,2.1333333333333333
u_u_1271214,40.9841625,29.0401662,2.283333333333333
u_u_1643160,41.0029712,29.0442676,0.8166666666666667
u_286942,40.9864484,29.07219,3.316666666666667
u_534083,41.0053654,29.0427317,6.766666666666667
u_u_1484455,40.9916207,29.0319878,0.7166666666666667
u_u_1308572,40.9655559,29.0710524,1.6166666666666667
u_u_1947394,40.9932034,29.0266147,4.4
u_854143,41.0029712,29.0442676,5.8
u_11156,41.0029712,29.0442676,2.05
u_905948,40.9892902,29.0288784,0.31666666666666665
u_u_1868464,40.9643614,29.0705465,1.55
u_u_1959685,40.9846415,29.0696609,0.0
u_u_1744069,40.9656522,29.0602052,2.55
u_u_1260749,41.0071856,29.0402062,6.383333333333334
u_30140,40.9862176,29.0280159,2.25
u_931554,41.0053654,29.0427317,6.8
u_u_1431683,40.9842535,29.0431925,0.45
u_128419,40.9654952,29.069517,1.7333333333333334
u_u_1688887,40.9848937,29.0221986,0.4
u_u_1203281,40.9840486,29.0232468,2.3833333333333333
u_u_1965804,41.0029712,29.0442676,0.18333333333333332
u_u_1697691,41.0029712,29.0442676,5.4
u_u_1164258,40.9930382,29.0306892,0.9166666666666666
u_43783,41.0029712,29.0442676,3.5
u_107419,40.9864484,29.07219,5.4
u_u_1685461,40.9932034,29.0266147,3.9
u_443147,40.9923708,29.0276226,2.466666666666667
u_903499,41.0053654,29.0427317,6.733333333333333
u_u_1835207,41.0029712,29.0442676,2.0833333333333335
u_u_1998903,40.9652435,29.0572266,3.2333333333333334
u_959019,40.9982933,29.037517,2.275
u_u_1570129,40.9864484,29.07219,4.9
u_u_1660934,41.0053654,29.0427317,2.8833333333333333
u_u_1319002,40.9962023,29.0334909,3.8
u_445874,40.9892902,29.0288784,0.4
u_780447,41.0053654,29.0427317,10.2
u_u_1822668,40.9842535,29.0431925,5.525
u_527609,40.9864484,29.07219,0.8416666666666667
u_644421,40.9864484,29.07219,1.5833333333333333
u_374090,41.0029712,29.0442676,2.9
u_u_1905893,40.9916207,29.0319878,0.8166666666666667
u_180744,40.9862176,29.0280159,2.6
u_u_1347253,41.0071856,29.0402062,0.65
u_u_1041733,40.9656522,29.0602052,3.033333333333333
u_u_1891118,40.9930382,29.0306892,4.383333333333334
u_u_1381357,40.9842535,29.0431925,5.3
u_u_1569931,40.9842535,29.0431925,1.4833333333333334
u_u_1984909,40.9864484,29.07219,1.3666666666666667
u_188060,40.981275,29.0397299,1.55
u_708547,41.0053654,29.0427317,0.08333333333333333
u_u_1513159,40.9916207,29.0319878,3.35
u_u_1898429,41.0032897,29.04264,1.2666666666666666
u_249952,40.9916207,29.0319878,1.05
u_u_1072193,40.9825922,29.0393637,1.25
u_u_1345319,41.0029712,29.0442676,1.85
u_785749,40.9977377,29.0387159,1.9
u_u_1068868,41.0053654,29.0427317,0.9
u_u_1498360,40.9977377,29.0387159,1.4333333333333333
u_u_1999221,41.0044356,29.0442313,4.816666666666666
u_794021,41.0029712,29.0442676,3.25
u_u_1603713,40.9977377,29.0387159,6.766666666666667
u_653678,41.008304,29.0400169,0.9
u_846634,40.9852525,29.0615369,1.0833333333333333
u_366412,41.0071856,29.0402062,5.416666666666667
u_336650,40.9916207,29.0319878,2.9833333333333334
u_u_1569614,40.9655559,29.0710524,2.95
u_u_1378436,40.9846415,29.0696609,2.85
u_u_1788680,40.9923708,29.0276226,0.6916666666666667
u_u_1911714,41.0071856,29.0402062,1.8333333333333333
u_45561,40.9892902,29.0288784,1.0833333333333333
u_u_1201766,41.0071856,29.0402062,0.9666666666666667
u_u_1436621,41.0053654,29.0427317,2.55
u_174708,40.9842535,29.0431925,2.5166666666666666
u_u_1880872,41.0032897,29.04264,0.45
u_u_1366319,41.0053654,29.0427317,2.9
u_368866,40.9864484,29.07219,1.45
u_u_1713010,41.0053654,29.0427317,0.3
u_u_1942582,41.0029712,29.0442676,0.75
u_u_1028619,40.9864484,29.07219,2.35
u_200464,40.9982933,29.037517,2.783333333333333
u_u_1917250,41.0071856,29.0402062,2.683333333333333
u_u_1858184,40.9816288,29.0413568,0.5166666666666667
u_u_1409051,41.0071856,29.0402062,5.316666666666666
u_657800,41.0053654,29.0427317,0.3
u_146885,40.9867569,29.059069,5.2
u_u_1786645,40.9864484,29.07219,5.666666666666667
u_279778,40.9932034,29.0266147,5.85
u_u_1091138,40.9656522,29.0602052,2.6333333333333333
u_u_1421890,41.0053654,29.0427317,3.966666666666667
u_u_1363095,41.0071856,29.0402062,1.4
u_u_1040051,41.0029712,29.0442676,3.4277777777777776
u_u_1062186,41.0029712,29.0442676,1.6
u_473956,41.0053654,29.0427317,1.1166666666666667
u_370533,41.0053654,29.0427317,0.2
u_337837,40.9840674,29.0588391,3.9166666666666665
u_u_1155869,40.9864484,29.07219,1.05
u_u_1308357,41.0029712,29.0442676,2.0166666666666666
u_53984,40.9923708,29.0276226,0.06666666666666667
u_u_1449157,40.9926262,29.0321588,2.2333333333333334
u_u_1513920,41.0053654,29.0427317,4.833333333333333
u_92785,41.0071856,29.0402062,2.15
u_u_1922784,40.9656522,29.0602052,4.65
u_u_1745325,40.9839057,29.0276192,3.7666666666666666
u_747541,40.9656522,29.0602052,3.1333333333333333
u_u_1299425,40.9886221,29.0267308,0.06666666666666667
u_807420,40.9846415,29.0696609,2.2333333333333334
u_782297,40.9643614,29.0705465,3.2666666666666666
u_u_1782241,41.008304,29.0400169,9.65
u_u_1078464,41.0029712,29.0442676,5.066666666666666
u_u_1600638,40.987568,29.0605601,2.9333333333333336
u_u_1521291,41.0032897,29.04264,2.4
u_u_1295752,40.9926262,29.0321588,2.2333333333333334
u_u_1530656,40.9874691,29.0270888,0.65
u_887844,41.0053654,29.0427317,2.816666666666667
u_u_1461585,40.9864484,29.07219,4.833333333333333
u_688781,40.9864484,29.07219,3.183333333333333
u_u_1578108,40.9853634,29.0376462,0.7333333333333333
u_u_1229051,40.9864484,29.07219,0.9666666666666667
u_u_1816396,41.0071856,29.0402062,2.091666666666667
u_u_1609914,41.0053654,29.0427317,3.6
u_417293,40.9853634,29.0376462,2.4416666666666664
u_u_1301320,40.9932034,29.0266147,2.683333333333333
u_784481,40.9846415,29.0696609,2.2
u_838653,40.9923708,29.0276226,3.4166666666666665
u_498058,41.0071856,29.0402062,1.45
u_u_1869780,41.0029712,29.0442676,3.7333333333333334
u_u_1633824,41.0029712,29.0442676,2.05
u_u_1912157,40.9864484,29.07219,5.316666666666666
u_u_1755841,40.9862176,29.0280159,1.4333333333333333
u_u_1060302,40.9864484,29.07219,0.4
u_u_1229785,40.9977377,29.0387159,5.733333333333333
u_711280,40.9875801,29.0285248,0.15
u_661834,41.0029712,29.0442676,2.9166666666666665
u_u_1131790,40.9842535,29.0431925,1.95
u_u_1225170,41.0029712,29.0442676,5.358333333333333
u_763192,40.9907325,29.0295795,2.2333333333333334
u_u_1348315,41.0029712,29.0442676,0.4666666666666667
u_u_1858626,40.9656522,29.0602052,0.7666666666666667
u_u_1680978,41.0029712,29.0442676,5.733333333333333
u_u_1307684,41.0053654,29.0427317,3.283333333333333
u_644192,40.9656997,29.060088,9.383333333333333
u_353841,40.9923708,29.0276226,1.1166666666666667
u_u_1573192,41.0053654,29.0427317,2.0166666666666666
u_u_1904257,41.0086187,29.0406752,7.183333333333334
u_450286,40.9867569,29.059069,4.566666666666666
u_558786,41.0053654,29.0427317,6.683333333333334
u_u_1026017,40.9875801,29.0285248,0.15
u_u_1294514,40.9923708,29.0276226,2.05
u_u_1600546,40.9842535,29.0431925,1.7833333333333334
u_83504,40.9833243,29.0237359,2.7
u_u_1920357,41.0029712,29.0442676,0.13333333333333333
u_885232,41.0053654,29.0427317,2.658333333333333
u_570862,41.0029712,29.0442676,4.416666666666667
u_449307,40.9840486,29.0232468,0.3
u_u_1724875,40.9846415,29.0696609,2.4833333333333334
u_258746,40.9874691,29.0270888,3.466666666666667
u_u_1904402,41.0029712,29.0442676,4.633333333333334
u_u_1801849,40.9853634,29.0376462,1.3333333333333333
u_u_1635670,41.0071856,29.0402062,0.7666666666666667
u_u_1953083,41.0029712,29.0442676,5.3
u_u_1706404,40.964953,29.0679434,3.7333333333333334
u_75726,40.9977377,29.0387159,1.6333333333333333
u_100185,40.9846415,29.0696609,0.35
u_u_1499316,40.9842535,29.0431925,1.0833333333333333
u_280249,40.9655559,29.0710524,1.2666666666666666
u_802746,40.9875059,29.0609668,2.1666666666666665
u_u_1303798,40.9867569,29.059069,4.483333333333333
u_860711,41.0053654,29.0427317,3.85
u_u_1067381,40.9841625,29.0401662,1.9833333333333334
u_277867,40.9655559,29.0710524,4.733333333333333
u_355570,40.9932034,29.0266147,1.6833333333333333
u_u_1412472,41.0071856,29.0402062,1.9166666666666667
u_700440,40.964953,29.0679434,0.9166666666666666
u_658679,41.0029712,29.0442676,2.816666666666667
u_u_1128059,41.0053654,29.0427317,6.283333333333333
u_622285,40.9840674,29.0588391,3.375
u_u_1607688,41.0053654,29.0427317,3.0
u_u_1040393,41.0071856,29.0402062,8.666666666666666
u_u_1917346,40.9853634,29.0376462,0.65
u_u_1297756,41.0029712,29.0442676,1.1166666666666667
u_u_1123335,40.9932034,29.0266147,1.8333333333333333
u_894051,41.0029712,29.0442676,1.4833333333333334
u_667021,40.9816288,29.0413568,0.15
u_305972,41.0029712,29.0442676,4.05
u_833104,40.9864484,29.07219,2.433333333333333
u_u_1552964,40.9656522,29.0602052,1.5333333333333334
u_u_1024974,41.0053654,29.0427317,7.683333333333334
u_u_1428424,40.987573,29.0583161,1.05
u_u_1874745,40.9916207,29.0319878,0.48333333333333334
u_u_1392992,41.0029712,29.0442676,1.0666666666666667
u_u_1399533,40.9862176,29.0280159,5.75
u_u_1678643,41.0071856,29.0402062,1.4833333333333334
u_350464,40.9867569,29.059069,3.75
u_42150,40.9923708,29.0276226,3.5666666666666664
u_u_1765179,40.9654952,29.069517,1.9166666666666667
u_748709,41.0029712,29.0442676,6.5
u_u_1250002,40.9655609,29.0667777,5.483333333333333
u_18710,41.0029712,29.0442676,0.18333333333333332
u_u_1807558,40.9656522,29.0602052,0.45
u_u_1663493,41.0071856,29.0402062,1.7166666666666666
u_u_1785395,40.9654952,29.069517,7.616666666666666
u_249598,40.9864484,29.07219,5.666666666666667
u_u_1850493,41.0071856,29.0402062,0.7
u_u_1811617,40.9872918,29.0705068,3.5166666666666666
u_u_1960694,40.987568,29.0605601,1.2
u_705499,41.0071856,29.0402062,1.5
u_499870,40.9842535,29.0431925,0.9666666666666667
u_906967,41.0071856,29.0402062,5.483333333333333
u_u_1272988,40.9656522,29.0602052,1.3666666666666667
u_280602,41.0032897,29.04264,3.4833333333333334
u_617737,41.0032897,29.04264,1.55
u_590443,41.0053654,29.0427317,3.3333333333333335
u_238944,40.987573,29.0583161,2.9833333333333334
u_348791,41.0071856,29.0402062,0.8
u_u_1434501,41.0071856,29.0402062,0.5833333333333334
u_766103,41.0071856,29.0402062,0.38333333333333336
u_399135,41.0027949,29.0412776,4.516666666666667
u_314916,40.9864484,29.07219,3.1666666666666665
u_489065,41.0029712,29.0442676,1.35
u_600477,40.9842535,29.0431925,2.3666666666666667
u_u_1303960,40.9845593,29.0397726,0.8166666666666667
u_689049,41.0032897,29.04264,1.1833333333333333
u_u_1361364,40.9857239,29.0261811,1.3666666666666667
u_68134,40.9853634,29.0376462,1.1416666666666666
u_u_1414635,41.0071856,29.0402062,2.1
u_u_1221582,40.9916207,29.0319878,1.9333333333333333
u_769508,41.0053654,29.0427317,5.35
u_321244,40.9923708,29.0276226,5.966666666666667
u_743715,41.0071856,29.0402062,4.866666666666666
u_u_1975456,41.0086187,29.0406752,4.233333333333333
u_u_1503528,40.9932725,29.0287855,0.4
u_156395,40.9910574,29.026479,1.1333333333333333
u_u_1571188,41.0053654,29.0427317,2.8833333333333333
u_u_1029891,41.0029712,29.0442676,3.7416666666666667
u_u_1176041,40.964953,29.0679434,0.35
u_u_1463759,41.0071856,29.0402062,3.966666666666667
u_u_1717699,40.9892902,29.0288784,2.25
u_u_1724395,40.9926262,29.0321588,0.03333333333333333
u_365477,41.0029712,29.0442676,0.55
u_u_1725203,40.9852525,29.0615369,0.3
u_104698,40.9932725,29.0287855,3.1
u_341156,41.0053654,29.0427317,0.4
u_u_1346212,40.9655609,29.0667777,2.5
u_u_1276213,40.9842535,29.0431925,2.35
u_957591,40.9862579,29.0254396,0.7666666666666667
u_541819,40.9834503,29.0400335,0.8833333333333333
u_425813,40.9916207,29.0319878,0.21666666666666667
u_u_1237153,41.0071856,29.0402062,0.5666666666666667
u_576381,41.0071856,29.0402062,0.6666666666666666
u_u_1380243,40.9923708,29.0276226,0.6333333333333333
u_278779,41.0032897,29.04264,6.933333333333334
u_u_1791443,41.0029712,29.0442676,1.4
u_993913,41.0053654,29.0427317,1.0333333333333334
u_538316,40.9657733,29.0599085,8.2
u_764394,40.9655559,29.0710524,6.75
u_368832,40.9864484,29.07219,0.8833333333333333
u_488296,41.0029712,29.0442676,0.4666666666666667
u_910344,40.9842535,29.0431925,3.575
