daily,promotion_id,order_count
2021-05-22T00:00:00,promo_71,17
2021-05-22T00:00:00,promo_72,6
2021-05-22T00:00:00,promo_73,14
2021-05-22T00:00:00,promo_74,4
2021-05-22T00:00:00,promo_75,14
2021-05-22T00:00:00,promo_76,15
2021-05-22T00:00:00,promo_77,7
2021-05-22T00:00:00,promo_78,12
2021-05-22T00:00:00,promo_79,5
2021-05-22T00:00:00,promo_8,8
2021-05-22T00:00:00,promo_80,19
2021-05-22T00:00:00,promo_81,7
2021-05-22T00:00:00,promo_82,13
2021-05-22T00:00:00,promo_83,15
2021-05-22T00:00:00,promo_84,14
2021-05-22T00:00:00,promo_85,16
2021-05-22T00:00:00,promo_86,2
2021-05-22T00:00:00,promo_87,8
2021-05-22T00:00:00,promo_88,20
2021-05-22T00:00:00,promo_9,5
2021-05-22T00:00:00,promo_90,14
2021-05-22T00:00:00,promo_91,14
2021-05-22T00:00:00,promo_92,11
2021-05-22T00:00:00,promo_93,3
2021-05-22T00:00:00,promo_94,16
2021-05-22T00:00:00,promo_95,8
2021-05-22T00:00:00,promo_96,15
2021-05-22T00:00:00,promo_97,5
2021-05-22T00:00:00,promo_98,17
2021-05-22T00:00:00,promo_99,5
2021-05-23T00:00:00,promo_0,7
2021-05-23T00:00:00,promo_1,13
2021-05-23T00:00:00,promo_10,5
2021-05-23T00:00:00,promo_11,11
2021-05-23T00:00:00,promo_12,7
2021-05-23T00:00:00,promo_13,6
2021-05-23T00:00:00,promo_14,8
2021-05-23T00:00:00,promo_15,20
2021-05-23T00:00:00,promo_16,10
2021-05-23T00:00:00,promo_17,5
2021-05-23T00:00:00,promo_18,8
2021-05-23T00:00:00,promo_19,5
2021-05-23T00:00:00,promo_2,8
2021-05-23T00:00:00,promo_20,12
2021-05-23T00:00:00,promo_21,7
2021-05-23T00:00:00,promo_22,12
2021-05-23T00:00:00,promo_23,4
2021-05-23T00:00:00,promo_24,12
2021-05-23T00:00:00,promo_25,9
2021-05-23T00:00:00,promo_26,3
2021-05-23T00:00:00,promo_27,14
2021-05-23T00:00:00,promo_28,20
2021-05-23T00:00:00,promo_29,6
2021-05-23T00:00:00,promo_3,14
2021-05-23T00:00:00,promo_30,16
2021-05-23T00:00:00,promo_31,13
2021-05-23T00:00:00,promo_32,10
2021-05-23T00:00:00,promo_33,9
2021-05-23T00:00:00,promo_34,3
2021-05-23T00:00:00,promo_35,8
2021-05-23T00:00:00,promo_36,11
2021-05-23T00:00:00,promo_37,11
2021-05-23T00:00:00,promo_38,15
2021-05-23T00:00:00,promo_39,11
2021-05-23T00:00:00,promo_4,7
2021-05-23T00:00:00,promo_40,7
2021-05-23T00:00:00,promo_41,16
2021-05-23T00:00:00,promo_42,8
2021-05-23T00:00:00,promo_43,7
2021-05-23T00:00:00,promo_44,10
2021-05-23T00:00:00,promo_45,8
2021-05-23T00:00:00,promo_46,15
2021-05-23T00:00:00,promo_47,4
2021-05-23T00:00:00,promo_48,10
2021-05-23T00:00:00,promo_49,9
2021-05-23T00:00:00,promo_5,7
2021-05-23T00:00:00,promo_50,14
2021-05-23T00:00:00,promo_51,14
2021-05-23T00:00:00,promo_52,13
2021-05-23T00:00:00,promo_53,11
2021-05-23T00:00:00,promo_54,10
2021-05-23T00:00:00,promo_55,14
2021-05-23T00:00:00,promo_56,10
2021-05-23T00:00:00,promo_57,7
2021-05-23T00:00:00,promo_58,5
2021-05-23T00:00:00,promo_59,14
2021-05-23T00:00:00,promo_6,13
2021-05-23T00:00:00,promo_60,8
2021-05-23T00:00:00,promo_61,6
2021-05-23T00:00:00,promo_63,6
2021-05-23T00:00:00,promo_64,9
2021-05-23T00:00:00,promo_65,24
2021-05-23T00:00:00,promo_66,12
2021-05-23T00:00:00,promo_67,10
2021-05-23T00:00:00,promo_68,16
2021-05-23T00:00:00,promo_69,4
2021-05-23T00:00:00,promo_7,3
2021-05-23T00:00:00,promo_70,6
2021-05-23T00:00:00,promo_71,21
2021-05-23T00:00:00,promo_72,14
2021-05-23T00:00:00,promo_73,16
2021-05-23T00:00:00,promo_74,12
2021-05-23T00:00:00,promo_75,7
2021-05-23T00:00:00,promo_76,22
2021-05-23T00:00:00,promo_77,5
2021-05-23T00:00:00,promo_78,16
2021-05-23T00:00:00,promo_79,5
2021-05-23T00:00:00,promo_8,8
2021-05-23T00:00:00,promo_80,8
2021-05-23T00:00:00,promo_81,11
2021-05-23T00:00:00,promo_82,12
2021-05-23T00:00:00,promo_83,14
2021-05-23T00:00:00,promo_84,13
2021-05-23T00:00:00,promo_85,18
2021-05-23T00:00:00,promo_86,5
2021-05-23T00:00:00,promo_87,2
2021-05-23T00:00:00,promo_88,10
2021-05-23T00:00:00,promo_9,6
2021-05-23T00:00:00,promo_90,14
2021-05-23T00:00:00,promo_91,12
2021-05-23T00:00:00,promo_92,10
2021-05-23T00:00:00,promo_93,3
2021-05-23T00:00:00,promo_94,15
2021-05-23T00:00:00,promo_95,10
2021-05-23T00:00:00,promo_96,13
2021-05-23T00:00:00,promo_97,6
2021-05-23T00:00:00,promo_98,24
2021-05-23T00:00:00,promo_99,2
2021-05-24T00:00:00,promo_0,10
2021-05-24T00:00:00,promo_1,7
2021-05-24T00:00:00,promo_10,9
2021-05-24T00:00:00,promo_11,15
2021-05-24T00:00:00,promo_12,14
2021-05-24T00:00:00,promo_13,10
2021-05-24T00:00:00,promo_14,15
2021-05-24T00:00:00,promo_15,15
2021-05-24T00:00:00,promo_16,18
2021-05-24T00:00:00,promo_17,5
2021-05-24T00:00:00,promo_18,10
2021-05-24T00:00:00,promo_19,6
2021-05-24T00:00:00,promo_2,8
2021-05-24T00:00:00,promo_20,12
2021-05-24T00:00:00,promo_21,11
2021-05-24T00:00:00,promo_22,16
2021-05-24T00:00:00,promo_23,7
2021-05-24T00:00:00,promo_24,8
2021-05-24T00:00:00,promo_25,9
2021-05-24T00:00:00,promo_26,5
2021-05-24T00:00:00,promo_27,7
2021-05-24T00:00:00,promo_28,11
2021-05-24T00:00:00,promo_29,8
2021-05-24T00:00:00,promo_3,20
2021-05-24T00:00:00,promo_30,11
2021-05-24T00:00:00,promo_31,11
2021-05-24T00:00:00,promo_32,6
2021-05-24T00:00:00,promo_33,9
2021-05-24T00:00:00,promo_34,3
2021-05-24T00:00:00,promo_35,14
2021-05-24T00:00:00,promo_36,10
2021-05-24T00:00:00,promo_37,5
2021-05-24T00:00:00,promo_38,14
2021-05-24T00:00:00,promo_39,16
2021-05-24T00:00:00,promo_4,8
2021-05-24T00:00:00,promo_40,15
2021-05-24T00:00:00,promo_41,10
2021-05-24T00:00:00,promo_42,9
2021-05-24T00:00:00,promo_43,9
2021-05-24T00:00:00,promo_44,11
2021-05-24T00:00:00,promo_45,8
2021-05-24T00:00:00,promo_46,17
2021-05-24T00:00:00,promo_47,5
2021-05-24T00:00:00,promo_48,2
2021-05-24T00:00:00,promo_49,5
2021-05-24T00:00:00,promo_5,6
2021-05-24T00:00:00,promo_50,7
2021-05-24T00:00:00,promo_51,10
2021-05-24T00:00:00,promo_52,3
2021-05-24T00:00:00,promo_53,16
2021-05-24T00:00:00,promo_54,15
2021-05-24T00:00:00,promo_55,17
2021-05-24T00:00:00,promo_56,9
2021-05-24T00:00:00,promo_57,7
2021-05-24T00:00:00,promo_58,5
2021-05-24T00:00:00,promo_59,5
2021-05-24T00:00:00,promo_6,10
2021-05-24T00:00:00,promo_60,14
2021-05-24T00:00:00,promo_61,10
2021-05-24T00:00:00,promo_63,11
2021-05-24T00:00:00,promo_64,15
2021-05-24T00:00:00,promo_65,19
2021-05-24T00:00:00,promo_66,9
2021-05-24T00:00:00,promo_67,9
2021-05-24T00:00:00,promo_68,19
2021-05-24T00:00:00,promo_69,8
2021-05-24T00:00:00,promo_7,5
2021-05-24T00:00:00,promo_70,3
2021-05-24T00:00:00,promo_71,17
2021-05-24T00:00:00,promo_72,11
2021-05-24T00:00:00,promo_73,15
2021-05-24T00:00:00,promo_74,13
2021-05-24T00:00:00,promo_75,5
2021-05-24T00:00:00,promo_76,16
2021-05-24T00:00:00,promo_77,8
2021-05-24T00:00:00,promo_78,12
2021-05-24T00:00:00,promo_79,3
2021-05-24T00:00:00,promo_8,5
2021-05-24T00:00:00,promo_80,6
2021-05-24T00:00:00,promo_81,6
2021-05-24T00:00:00,promo_82,6
2021-05-24T00:00:00,promo_83,23
2021-05-24T00:00:00,promo_84,6
2021-05-24T00:00:00,promo_85,13
2021-05-24T00:00:00,promo_86,9
2021-05-24T00:00:00,promo_87,4
2021-05-24T00:00:00,promo_88,11
2021-05-24T00:00:00,promo_9,4
2021-05-24T00:00:00,promo_90,10
2021-05-24T00:00:00,promo_91,20
2021-05-24T00:00:00,promo_92,15
2021-05-24T00:00:00,promo_93,6
2021-05-24T00:00:00,promo_94,16
2021-05-24T00:00:00,promo_95,4
2021-05-24T00:00:00,promo_96,12
2021-05-24T00:00:00,promo_97,4
2021-05-24T00:00:00,promo_98,10
2021-05-24T00:00:00,promo_99,5
2021-05-25T00:00:00,promo_0,11
2021-05-25T00:00:00,promo_1,8
2021-05-25T00:00:00,promo_10,15
2021-05-25T00:00:00,promo_11,15
2021-05-25T00:00:00,promo_12,10
2021-05-25T00:00:00,promo_13,8
2021-05-25T00:00:00,promo_14,7
2021-05-25T00:00:00,promo_15,19
2021-05-25T00:00:00,promo_16,15
2021-05-25T00:00:00,promo_17,10
2021-05-25T00:00:00,promo_18,12
2021-05-25T00:00:00,promo_19,4
2021-05-25T00:00:00,promo_2,7
2021-05-25T00:00:00,promo_20,10
2021-05-25T00:00:00,promo_21,7
2021-05-25T00:00:00,promo_22,13
2021-05-25T00:00:00,promo_23,6
2021-05-25T00:00:00,promo_24,15
2021-05-25T00:00:00,promo_25,10
2021-05-25T00:00:00,promo_26,4
2021-05-25T00:00:00,promo_27,13
2021-05-25T00:00:00,promo_28,21
2021-05-25T00:00:00,promo_29,6
2021-05-25T00:00:00,promo_3,10
2021-05-25T00:00:00,promo_30,13
2021-05-25T00:00:00,promo_31,13
2021-05-25T00:00:00,promo_32,5
2021-05-25T00:00:00,promo_33,7
2021-05-25T00:00:00,promo_34,6
2021-05-25T00:00:00,promo_35,8
2021-05-25T00:00:00,promo_36,13
2021-05-25T00:00:00,promo_37,10
2021-05-25T00:00:00,promo_38,10
2021-05-25T00:00:00,promo_39,14
2021-05-25T00:00:00,promo_4,7
2021-05-25T00:00:00,promo_40,12
2021-05-25T00:00:00,promo_41,9
2021-05-25T00:00:00,promo_42,8
2021-05-25T00:00:00,promo_43,7
2021-05-25T00:00:00,promo_44,12
2021-05-25T00:00:00,promo_45,16
2021-05-25T00:00:00,promo_46,10
2021-05-25T00:00:00,promo_47,5
2021-05-25T00:00:00,promo_48,12
2021-05-25T00:00:00,promo_49,8
2021-05-25T00:00:00,promo_5,6
2021-05-25T00:00:00,promo_50,8
2021-05-25T00:00:00,promo_51,13
2021-05-25T00:00:00,promo_52,4
2021-05-25T00:00:00,promo_53,16
2021-05-25T00:00:00,promo_54,9
2021-05-25T00:00:00,promo_55,9
2021-05-25T00:00:00,promo_56,12
2021-05-25T00:00:00,promo_57,7
2021-05-25T00:00:00,promo_58,5
2021-05-25T00:00:00,promo_59,14
2021-05-25T00:00:00,promo_6,6
2021-05-25T00:00:00,promo_60,7
2021-05-25T00:00:00,promo_61,8
2021-05-25T00:00:00,promo_63,13
2021-05-25T00:00:00,promo_64,10
2021-05-25T00:00:00,promo_65,15
2021-05-25T00:00:00,promo_66,6
2021-05-25T00:00:00,promo_67,7
2021-05-25T00:00:00,promo_68,10
2021-05-25T00:00:00,promo_69,10
2021-05-25T00:00:00,promo_7,4
2021-05-25T00:00:00,promo_70,7
2021-05-25T00:00:00,promo_71,9
2021-05-25T00:00:00,promo_72,12
2021-05-25T00:00:00,promo_73,9
2021-05-25T00:00:00,promo_74,10
2021-05-25T00:00:00,promo_75,11
2021-05-25T00:00:00,promo_76,12
2021-05-25T00:00:00,promo_77,10
2021-05-25T00:00:00,promo_78,14
2021-05-25T00:00:00,promo_79,1
2021-05-25T00:00:00,promo_8,5
2021-05-25T00:00:00,promo_80,8
2021-05-25T00:00:00,promo_81,11
2021-05-25T00:00:00,promo_82,17
2021-05-25T00:00:00,promo_83,16
2021-05-25T00:00:00,promo_84,11
2021-05-25T00:00:00,promo_85,19
2021-05-25T00:00:00,promo_86,5
2021-05-25T00:00:00,promo_87,5
2021-05-25T00:00:00,promo_88,19
2021-05-25T00:00:00,promo_9,2
2021-05-25T00:00:00,promo_90,15
2021-05-25T00:00:00,promo_91,14
2021-05-25T00:00:00,promo_92,17
2021-05-25T00:00:00,promo_93,3
2021-05-25T00:00:00,promo_94,16
2021-05-25T00:00:00,promo_95,8
2021-05-25T00:00:00,promo_96,10
2021-05-25T00:00:00,promo_98,4
2021-05-25T00:00:00,promo_99,6
2021-05-26T00:00:00,promo_0,6
2021-05-26T00:00:00,promo_1,9
2021-05-26T00:00:00,promo_10,16
2021-05-26T00:00:00,promo_11,10
2021-05-26T00:00:00,promo_12,15
2021-05-26T00:00:00,promo_13,8
2021-05-26T00:00:00,promo_14,6
2021-05-26T00:00:00,promo_15,10
2021-05-26T00:00:00,promo_16,14
