session_start_date,hour,isoweekday,latitude,longitude,ride,client,customer_anomaly,location_anomaly,weekday_hour_anomaly
2021-05-04T22:47:01,22,2,39.954212,32.877037,21.55,u_u_1980017,0.0,1,1
2021-06-14T22:51:30,22,1,39.902581,32.818109,23.85,u_u_1258794,1.0,0,1
2021-06-06T18:11:07,18,7,40.009212000000005,32.864037,24.033333333333335,u_u_1189270,1.0,1,1
2021-06-20T18:43:05,18,7,39.942068,32.934049,23.833333333333332,u_u_1779446,1.0,0,1
2021-08-07T18:38:24,18,6,39.987212,32.850037,23.266666666666666,u_u_1634859,1.0,1,1
2021-07-02T18:48:56,18,5,39.939581,32.856109000000004,23.933333333333334,u_u_1927824,0.0,1,1
2021-06-03T21:25:16,21,4,39.938069999999996,32.870969,21.983333333333334,u_u_1434131,0.0,1,1
2021-05-17T19:12:28,19,1,39.931581,32.848109,24.416666666666668,u_u_1432453,0.0,1,1
2021-07-19T20:55:16,20,1,39.945581,32.851109,23.6,u_u_1909296,0.0,1,1
2021-06-10T22:54:04,22,4,39.906580999999996,32.858109000000006,23.766666666666666,u_u_1917806,1.0,1,1
2021-06-02T18:38:17,18,3,39.944068,32.921049000000004,24.033333333333335,u_u_1425654,1.0,0,1
2021-05-25T22:55:23,22,2,39.919067999999996,32.927049000000004,23.866666666666667,u_280667,0.0,1,1
2021-06-12T19:04:41,19,6,39.945581,32.866109,24.183333333333334,u_u_1643561,1.0,0,1
2021-06-21T19:02:04,19,1,39.91007,32.903969000000004,22.316666666666666,u_u_1299917,0.0,1,1
2021-06-21T22:12:10,22,1,39.948581,32.834109000000005,23.366666666666667,u_u_1986996,1.0,0,1
2021-06-29T22:49:29,22,2,39.944069999999996,32.914969000000006,23.75,u_533824,1.0,0,1
2021-06-17T19:03:49,19,4,39.90607,32.906969000000004,21.6,u_636586,1.0,0,1
2021-06-16T19:40:17,19,3,39.959212,32.841037,23.633333333333333,u_u_1581438,1.0,0,1
2021-08-24T22:18:25,22,2,39.956212,32.861037,23.683333333333334,u_u_1429383,1.0,0,1
2021-07-16T22:35:00,22,5,39.977212,32.874037,22.05,u_u_1891304,0.0,1,1
2021-05-01T22:42:08,22,6,39.970212000000004,32.870037,23.766666666666666,u_55592,0.0,1,1
2021-08-09T20:06:03,20,1,39.915068,32.921049000000004,23.516666666666666,u_u_1794142,0.0,1,1
2021-05-12T21:32:38,21,3,39.903580999999996,32.851109,23.666666666666668,u_u_1566769,1.0,1,1
2021-08-06T20:17:14,20,5,39.950581,32.854109,23.65,u_u_1352089,1.0,0,1
2021-06-16T22:08:46,22,3,39.915580999999996,32.869109,23.95,u_538237,1.0,0,1
2021-08-02T20:56:02,20,1,39.951212,32.881037000000006,22.25,u_u_1672151,0.0,1,1
2021-06-03T18:05:38,18,4,39.988212000000004,32.861037,23.533333333333335,u_u_1247048,1.0,0,1
2021-08-12T20:14:00,20,4,39.898067999999995,32.928049,23.816666666666666,u_u_1620407,0.0,1,1
2021-08-05T20:55:48,20,4,39.995212,32.831037,21.55,u_u_1587436,1.0,0,1
2021-05-22T18:33:06,18,6,39.95207,32.891969,22.35,u_u_1632216,1.0,0,1
2021-07-19T18:45:46,18,1,39.93907,32.899969000000006,22.966666666666665,u_u_1096710,1.0,0,1
2021-07-13T20:01:03,20,2,39.95407,32.859969,24.133333333333333,u_u_1714940,0.0,1,1
2021-05-27T19:00:59,19,4,39.923581,32.840109000000005,24.066666666666666,u_u_1162266,1.0,0,1
2021-07-12T22:58:36,22,1,39.908069999999995,32.859969,23.883333333333333,u_u_1975273,1.0,1,1
2021-05-17T22:58:48,22,1,39.946581,32.847109,22.616666666666667,u_u_1832679,0.0,1,1
2021-08-22T19:06:15,19,7,39.982212000000004,32.848037000000005,22.866666666666667,u_u_1612479,0.0,1,1
2021-08-06T22:17:01,22,5,39.902069999999995,32.887969000000005,23.916666666666668,u_u_1749103,1.0,0,1
2021-05-11T22:57:25,22,2,39.944069999999996,32.884969000000005,23.633333333333333,u_21527,0.0,1,1
2021-06-30T21:35:46,21,3,39.969212,32.881037000000006,23.633333333333333,u_u_1656674,1.0,0,1
2021-08-25T22:25:28,22,3,39.962212,32.837037,23.166666666666668,u_u_1205401,0.0,1,1
2021-05-24T18:30:40,18,1,39.911581,32.839109,22.716666666666665,u_u_1697369,1.0,0,1
2021-07-29T22:36:15,22,4,39.94807,32.870969,23.366666666666667,u_u_1712513,0.0,1,1
2021-06-12T18:35:54,18,6,39.895067999999995,32.936049000000004,22.466666666666665,u_u_1099091,1.0,0,1
2021-06-01T19:42:39,19,2,39.93107,32.887969000000005,23.533333333333335,u_u_1154471,1.0,0,1
2021-06-17T21:03:06,21,4,39.95407,32.899969000000006,22.566666666666666,u_u_1045290,0.0,1,1
2021-05-11T22:12:46,22,2,39.943068,32.926049000000006,23.616666666666667,u_u_1397951,1.0,0,1
2021-05-23T20:32:28,20,7,39.907581,32.836109,23.366666666666667,u_u_1425145,0.0,1,1
2021-05-15T19:40:02,19,6,39.934067999999996,32.933049000000004,23.533333333333335,u_u_1422645,1.0,1,1
2021-05-18T21:15:33,21,2,39.977212,32.836037000000005,24.283333333333335,u_460467,1.0,0,1
2021-07-30T21:39:47,21,5,39.955581,32.87010900000001,24.1,u_u_1023654,1.0,1,1
2021-06-03T18:17:15,18,4,39.901581,32.849109000000006,23.9,u_u_1572296,1.0,0,1
2021-08-27T21:51:48,21,5,39.92807,32.895969,23.866666666666667,u_u_1940433,1.0,0,1
2021-07-19T21:03:43,21,1,39.927068,32.921049000000004,23.433333333333334,u_u_1721024,1.0,0,1
2021-05-11T19:16:26,19,2,39.912580999999996,32.837109000000005,23.616666666666667,u_u_1822236,0.0,1,1
2021-06-02T20:39:45,20,3,39.898067999999995,32.910049,24.383333333333333,u_u_1196770,1.0,0,1
2021-05-03T22:47:10,22,1,39.924068,32.904049,23.633333333333333,u_782064,0.0,1,1
2021-07-07T21:03:54,21,3,39.921068,32.885049,23.75,u_u_1841613,0.0,1,1
2021-05-20T21:09:37,21,4,39.954581,32.835109,23.383333333333333,u_u_1485864,1.0,0,1
2021-06-21T22:09:35,22,1,39.966212,32.862037,23.8,u_u_1551063,1.0,0,1
2021-06-29T20:17:05,20,2,39.997212000000005,32.874037,24.316666666666666,u_u_1735245,1.0,1,1
2021-05-18T21:17:02,21,2,39.91307,32.906969000000004,22.733333333333334,u_u_1651324,1.0,0,1
2021-06-21T22:06:26,22,1,40.004212,32.865037,21.95,u_u_1306055,1.0,0,1
2021-08-17T18:03:20,18,2,40.007212,32.865037,22.983333333333334,u_u_1572453,0.0,1,1
2021-05-07T19:43:01,19,5,39.92707,32.892969,23.383333333333333,u_u_1872707,1.0,0,1
2021-06-18T21:52:13,21,5,39.938068,32.891049,23.0,u_u_1480159,0.0,1,1
2021-06-13T18:29:14,18,7,39.90307,32.879969,23.5,u_u_1459425,0.0,1,1
2021-05-02T19:47:37,19,7,39.967212,32.848037000000005,23.083333333333332,u_u_1359079,0.0,1,1
2021-06-28T18:58:06,18,1,39.976212000000004,32.828037,23.416666666666668,u_u_1032531,0.0,1,1
2021-08-18T18:21:25,18,3,39.90007,32.889969,24.133333333333333,u_u_1692965,1.0,0,1
2021-07-03T18:53:09,18,6,39.905068,32.915049,23.783333333333335,u_u_1045698,0.0,1,1
2021-08-15T18:51:09,18,7,39.971212,32.851037000000005,23.8,u_u_1442983,0.0,1,1
2021-05-13T18:13:29,18,4,39.944069999999996,32.897969,23.383333333333333,u_u_1064511,1.0,0,1
2021-05-17T22:03:46,22,1,39.945581,32.862109000000004,23.4,u_u_1546691,1.0,0,1
2021-08-09T20:43:47,20,1,39.902069999999995,32.916969,23.633333333333333,u_u_1147736,1.0,0,1
2021-05-24T21:23:56,21,1,39.942068,32.910049,24.016666666666666,u_u_1422998,1.0,0,1
