f_anomaly,m_anomaly,monetary_diff,frequency_diff,f_dec_inc,m_dec_inc,naming
significant increase,significant decrease,-5.053021231343344,441.05,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,6.328189784785128,301.5787037037037,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-5.566702523231509,305.55555555555554,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,1.6784269243407834,392.76190476190476,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-0.5155288198341914,392.6166666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,4.13921057403088,339.67777777777775,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-3.729485777765518,307.80357142857144,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-2.7121708904206585,276.25555555555553,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,8.477604958840782,425.93809523809523,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,8.12691030457616,355.80357142857144,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-3.482850331862764,296.65,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,17.447926783561712,477.2833333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,11.663585525495648,348.60714285714283,increase,increase,"Frequency; increase, Monetary ; increase"
nomal decrease/increase,significant decrease,-2.698333033819992,327.7083333333333,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant increase,significant increase,10.664222390949707,458.00555555555553,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-1.8988557502710215,259.24074074074076,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-6.920867792963989,308.04910714285717,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,nomal decrease/increase,0.32920606806873565,417.1111111111111,increase,increase,"Frequency; increase, Monetary ; no change"
significant increase,significant increase,4.058258322377991,406.0166666666667,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,nomal decrease/increase,0.9542082954517532,397.5952380952381,increase,increase,"Frequency; increase, Monetary ; no change"
significant increase,significant decrease,-0.55568826933699,414.56666666666666,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,1.8052157087836918,331.0204081632653,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-2.198434721231454,457.94444444444446,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,9.660431098384535,387.32993197278915,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-4.142709826678036,377.3666666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-3.7963771001497832,452.06666666666666,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,15.104709772199385,252.09523809523807,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-5.491730096233752,384.4142857142857,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,3.4917538934094523,371.64285714285717,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-1.1051949287205929,338.95982142857144,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,5.043032764315598,397.3666666666667,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-4.724239166959062,402.54761904761904,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,nomal decrease/increase,-0.10426174966493207,495.2,increase,decrease,"Frequency; increase, Monetary ; no change"
significant increase,significant increase,6.420756284743547,435.3777777777778,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,8.896047489231542,343.64285714285717,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,8.17695674689752,355.9761904761905,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-5.908421114807325,472.68333333333334,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,10.292496129308415,405.8857142857143,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-5.054217786616245,301.49007936507934,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,2.6973613517625026,357.14285714285717,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-3.44519529253245,381.0166666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-2.348487346221269,370.7333333333333,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,4.922478170974397,255.72222222222223,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,nomal decrease/increase,-0.17018907229105196,426.9,increase,decrease,"Frequency; increase, Monetary ; no change"
significant increase,significant decrease,-3.705584275987434,347.98015873015873,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-0.72069371363947,446.34523809523813,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-10.809215561151504,372.0,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-0.8183465175985418,268.6333333333333,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,8.03155452860253,370.6190476190476,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-6.195917767286307,420.82222222222225,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-1.8153129601478497,312.3392857142857,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-3.0115942105982008,358.6011904761905,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,3.9657609161265377,301.5206349206349,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-8.866674623886745,410.68333333333334,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,5.319216882636155,492.7166666666667,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-6.771226582179477,403.4916666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,4.839397584646946,351.76190476190476,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-4.2101991907574465,304.80844155844153,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-3.409660342385365,448.9166666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-2.3879401240125233,475.1,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,nomal decrease/increase,0.4369768150895901,452.0833333333333,increase,increase,"Frequency; increase, Monetary ; no change"
significant increase,significant increase,3.7102370080032365,389.04761904761904,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,2.8209293230871353,404.725,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,9.632789838910117,463.5,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,4.879246395656022,342.3285714285714,increase,increase,"Frequency; increase, Monetary ; increase"
nomal decrease/increase,nomal decrease/increase,-0.21952686005168331,327.8730158730159,increase,decrease,"Frequency; no change, Monetary ; no change"
significant increase,significant decrease,-8.69914209378759,468.16666666666663,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,10.708515713264546,368.3666666666667,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-2.417678074564254,417.24285714285713,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,1.5118329703410396,402.0,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,4.456530464390912,423.75,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-5.069148156728062,373.80952380952385,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant increase,3.2519023457807847,379.42857142857144,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,6.930327112769312,372.23015873015873,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-2.8013763690988185,421.1166666666667,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,nomal decrease/increase,0.27169619937737366,356.4,increase,increase,"Frequency; increase, Monetary ; no change"
significant decrease,significant decrease,-3.8973217767684076,244.94444444444446,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-9.256129727297353,354.968253968254,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant increase,significant decrease,-10.26896834341117,436.07619047619045,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-4.74246791592239,255.1472222222222,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-2.954058665931232,299.0,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,23.04615120033421,376.75555555555553,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,7.330104787175856,453.4583333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-4.42684734570609,274.75694444444446,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,12.757717993600025,358.56666666666666,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-6.178963335719352,205.16975308641975,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,14.63550161386529,362.75,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,11.192579346410916,204.16517857142858,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant decrease,-4.165981917381284,327.7833333333333,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant decrease,-0.7890286865723972,278.1190476190476,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,8.359648081252974,458.56666666666666,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-6.010086765544742,307.10714285714283,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,2.8943093439404386,224.8095238095238,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-3.6098736312819852,181.5787037037037,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,nomal decrease/increase,0.013073334594579933,175.80555555555554,increase,increase,"Frequency; decrease, Monetary ; no change"
significant increase,significant increase,14.6500296929479,389.43333333333334,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,nomal decrease/increase,-0.03107378550937412,405.09999999999997,increase,decrease,"Frequency; increase, Monetary ; no change"
significant decrease,significant decrease,-17.64450533424955,257.4666666666667,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,19.88406489617908,216.87301587301587,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,4.904956236600881,259.21785714285716,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,6.839569505516966,335.77142857142854,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,8.662661301973198,254.82222222222222,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,2.6875436505178776,255.76666666666668,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-2.144261293637051,432.3484848484849,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-11.410098820606873,235.16666666666669,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,6.682154111166785,498.77777777777777,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-8.282916454076776,247.00595238095238,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,6.021063852384696,353.0166666666667,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,1.9531534367613652,145.9875,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant increase,3.5918561552252264,317.4714285714286,increase,increase,"Frequency; no change, Monetary ; increase"
significant increase,significant increase,12.834940459419585,358.10714285714283,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-3.9310713970661126,185.40586419753086,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,nomal decrease/increase,0.6989344797200729,257.0324074074074,increase,increase,"Frequency; decrease, Monetary ; no change"
significant increase,significant increase,9.909914545714841,361.86160714285717,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant increase,1.4245999427884897,177.6625,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,2.1802398994309513,338.74285714285713,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-16.354425328854052,379.85925925925926,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-3.025689891690309,236.88095238095238,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,3.480319788903003,314.36071428571427,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant decrease,-5.532349364118918,344.82993197278915,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-3.100812835519502,248.60555555555555,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-7.209265866577635,183.67261904761907,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,5.098282500488402,392.07619047619045,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,5.156353409414496,382.8333333333333,increase,increase,"Frequency; increase, Monetary ; increase"
nomal decrease/increase,significant increase,3.625682298988096,328.95238095238096,increase,increase,"Frequency; no change, Monetary ; increase"
significant decrease,significant increase,14.453063805699347,245.66666666666666,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,9.412408789085827,340.8625,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-8.760191854238531,251.21785714285713,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,12.637354219655204,422.3777777777778,increase,increase,"Frequency; increase, Monetary ; increase"
nomal decrease/increase,significant decrease,-6.523050611168159,329.47777777777776,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant increase,significant increase,23.324356934956135,385.0809523809524,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-4.0428943226734795,289.80555555555554,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-0.3484708055257748,222.11111111111111,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,7.876413469562912,382.95,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant decrease,-11.747803892989957,390.77777777777777,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-4.024869085500626,255.05833333333337,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,2.8352191663980406,107.77777777777777,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant increase,1.7758758903555858,288.2748917748917,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,nomal decrease/increase,0.22976980908642375,349.79761904761904,increase,increase,"Frequency; increase, Monetary ; no change"
significant decrease,significant increase,9.476623020512719,284.95238095238096,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-1.5372644199218293,70.28963893249608,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,5.615940709511442,363.3777777777778,increase,increase,"Frequency; increase, Monetary ; increase"
significant increase,significant increase,6.816303243551907,332.13919413919416,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-0.8679861358801659,275.2,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-4.065295444031555,434.94166666666666,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant increase,4.945719643469353,286.1666666666667,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,3.948023785948756,357.97777777777776,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-18.58735124475899,260.3333333333333,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,1.3032839971615502,339.6587301587302,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-9.380222030778732,291.3416666666667,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant decrease,-2.6931418875853232,337.45,increase,decrease,"Frequency; increase, Monetary ; decrease"
significant decrease,significant decrease,-0.577329568386098,292.89285714285717,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-9.688915259076492,270.078125,increase,decrease,"Frequency; decrease, Monetary ; decrease"
nomal decrease/increase,significant decrease,-0.5874926168554424,325.75,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant decrease,-6.354743620849099,288.45238095238096,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,3.4841376051306767,392.6583333333333,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-2.490011555552474,286.25,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,2.693761431177478,218.12962962962962,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-15.26319449753279,233.57142857142858,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,2.5541311985041624,253.60476190476192,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant decrease,-8.728811083833373,328.51111111111106,increase,decrease,"Frequency; no change, Monetary ; decrease"
significant decrease,significant increase,2.547533955822395,259.7333333333333,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,7.204149108144151,346.375,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,nomal decrease/increase,0.8801063902240109,232.7161616161616,increase,increase,"Frequency; decrease, Monetary ; no change"
significant decrease,significant increase,7.640533889532083,257.4142857142857,increase,increase,"Frequency; decrease, Monetary ; increase"
significant increase,significant increase,14.44525198856989,401.45,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-0.2481967661380473,100.41333333333334,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,5.0023598979711394,257.6714285714286,increase,increase,"Frequency; decrease, Monetary ; increase"
significant decrease,significant decrease,-3.5873836253086857,297.3666666666667,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant increase,13.40933870890904,294.7361111111111,increase,increase,"Frequency; decrease, Monetary ; increase"
nomal decrease/increase,significant increase,1.337137974326808,317.43333333333334,increase,increase,"Frequency; no change, Monetary ; increase"
significant increase,significant increase,5.353531206448881,371.56666666666666,increase,increase,"Frequency; increase, Monetary ; increase"
significant decrease,significant decrease,-5.798406603229889,315.6380952380953,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant increase,significant increase,10.647554174313935,431.2,increase,increase,"Frequency; increase, Monetary ; increase"
nomal decrease/increase,significant increase,7.774122280081109,320.82222222222225,increase,increase,"Frequency; no change, Monetary ; increase"
significant decrease,significant decrease,-5.103938764291151,206.10714285714286,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-2.7901237833180517,309.3690476190476,increase,decrease,"Frequency; decrease, Monetary ; decrease"
significant decrease,significant decrease,-0.7369166680052928,233.65178571428572,increase,decrease,"Frequency; decrease, Monetary ; decrease"
nomal decrease/increase,significant decrease,-23.233530042966198,326.3666666666667,increase,decrease,"Frequency; no change, Monetary ; decrease"
